Track,Driver,Stint,Lap,LapTime_s,Mean_TotalG,Std_TotalG,Max_TotalG,Mean_Speed_KPH,Mean_Throttle_Pct,Mean_Brake_Pct,Session
charlotte_roval_2025,Driver C,stint_2,28,111.23333333474966,0.7113309749646843,0.4366496637884953,1.8012319023370487,116.84959171349807,68.83607860622153,4.429925678957128,Driver C | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver C,stint_2,29,98.4166666679198,0.7657255681632338,0.4670876965787835,1.8200985380708146,132.31489992965248,74.77995806247188,5.849528249005541,Driver C | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver C,stint_2,30,99.06666666792808,0.7759668807433292,0.4349065243454317,1.796558507816535,131.28975277418647,74.86970091118776,6.392259864959806,Driver C | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,8,97.28333333457203,0.7627966201579892,0.4738461217132903,1.9027267137941584,134.19419711819654,74.62027103859549,4.55061793690257,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,9,98.60000000125547,0.7522610333255559,0.4569651181724059,1.920759084137807,132.3561212519365,67.64844647491613,4.10594706124397,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,11,96.28333333193223,0.7756837772821442,0.46256583226610015,1.9421398306959823,135.46602009330584,72.21383791079447,4.0438992966394975,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,12,95.48333333194387,0.7870348756290457,0.47083062392424957,1.9944270855418678,136.33636502131117,74.38121204681363,4.363660936645445,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,14,98.06666666523961,0.770607276639173,0.44834064081757874,1.8421003366548603,133.06930335499416,74.52696653083362,3.8540026755989554,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,15,95.56666666527599,0.789937612720221,0.47001092505714925,1.9681579080822218,136.14311385217084,75.70825820192658,4.451436467103913,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,16,102.91666666516903,0.7605410021895985,0.4556822674272128,1.867068695497153,127.16473601411816,75.15412501951701,3.894410026584405,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,17,96.41666666526362,0.7872467366025603,0.4657755098685449,2.0149949780569565,135.23234745108707,75.12542096887155,4.224810165400422,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,18,101.66666666518813,0.7642091657704011,0.45938998170249795,1.9766967465293392,128.57698846684067,74.73741368687105,4.026811437487136,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,20,96.43333333193004,0.780343444599271,0.46969332836349537,1.9920997018909024,134.98465472231757,75.50502313278517,4.417708747204419,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,21,96.23333333193295,0.7828303847735587,0.4679156282533075,1.9511713655389264,135.17151892268194,75.98692891759661,4.572214575764598,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,22,97.83333333190967,0.7653059634064964,0.48726405601271566,2.0165901260322423,133.03395728148791,73.89169842942246,4.1066413810922615,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,23,96.29999999859865,0.7743021186159,0.4490758910901415,1.8754021281134163,135.1265571407431,76.6490664480815,4.601701428855604,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,24,96.2666666652658,0.7774875582114404,0.4657913586804779,2.0624685869017068,135.03789435682648,75.28552541585887,4.334307498485259,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,25,95.8499999986052,0.7795483691088375,0.4503562230465248,1.8591736460582342,135.8958972644408,76.04677445624057,4.676106011244424,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,26,96.64999999859356,0.7814946781524345,0.4880113694461791,2.063228409287635,134.49816627186743,73.93229860464183,4.119389264107479,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,27,99.89999999854626,0.7896064521688972,0.5039068427728881,2.0656355985468142,131.08554068093702,73.00219227569671,4.286267779266218,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,28,99.61666666521705,0.7589926564252745,0.4288465476176793,1.7756293679358663,131.07336369045763,76.23584487188175,4.0943844180515825,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,31,97.8499999985761,0.7529598338932135,0.43989445809908456,1.8732808362000937,132.98347062596832,71.39949803803047,4.384957214353825,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,32,96.03333333193586,0.7715142425470515,0.4645178672648552,2.007903121763725,135.44383567003828,73.97441459091972,4.4193537390306314,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,33,95.93333333193732,0.7753639966683799,0.45122654607816737,1.899805120328903,135.7376715262027,74.87477392319111,4.952049329642229,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,34,96.06666666526871,0.7765126240917093,0.4612474061329866,1.888570977394737,135.58079668136028,75.61135616174239,4.762974662552987,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,35,96.1999999986001,0.781436447654124,0.4669474446803183,2.018065991702647,135.48130716184758,74.12324671261914,4.223459650368729,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,36,96.56666666526144,0.7740960685226673,0.4536612739024209,1.9229966034136317,135.21553344706814,76.35266098138379,4.807967385383372,Driver A | charlotte_roval_2025 | stint_2
charlotte_roval_2025,Driver A,stint_2,37,96.03333333193586,0.7772092345372598,0.45001421044302314,1.9674119340894618,135.3643723932174,75.22907922417984,4.575100705706488,Driver A | charlotte_roval_2025 | stint_2
