Track,Driver,Stint,Lap,Sector,Sector_Name,Session,Mean_TotalG,Std_TotalG,Mean_Speed_KPH,Mean_Throttle_Pct,Mean_Brake_Pct
charlotte_roval_2025,Driver B,stint_1,6,2,T2,Driver B | charlotte_roval_2025 | stint_1,1.0293481262027133,0.3525382201750703,123.57698486247604,79.26830573960903,1.1502892830676956
charlotte_roval_2025,Driver B,stint_1,6,3,T3 (Infield),Driver B | charlotte_roval_2025 | stint_1,1.0392375400927965,0.41210609352099403,145.47925399608826,77.12395132208864,4.845187045661698
charlotte_roval_2025,Driver B,stint_1,6,4,T4,Driver B | charlotte_roval_2025 | stint_1,1.099495656896623,0.32771219120919376,116.98827651038538,34.414823856276385,10.712866541463882
charlotte_roval_2025,Driver B,stint_1,6,5,T5/T6 Transition,Driver B | charlotte_roval_2025 | stint_1,0.6008945985627473,0.47830298095420953,125.55040287604699,98.46035645813005,0.0
charlotte_roval_2025,Driver B,stint_1,6,6,Hairpin Setup,Driver B | charlotte_roval_2025 | stint_1,1.0281535343580035,0.43960355631716863,143.02257428012052,61.927203955845194,3.5936212748154355
charlotte_roval_2025,Driver B,stint_1,6,7,New Hairpin,Driver B | charlotte_roval_2025 | stint_1,1.0727530214582968,0.2941174640784569,84.77553481973452,42.31955960256465,15.366763964517178
charlotte_roval_2025,Driver B,stint_1,6,8,Oval Turn 1,Driver B | charlotte_roval_2025 | stint_1,0.3350639694252598,0.08187650757949068,113.70175750697899,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,6,9,Oval Turn 2,Driver B | charlotte_roval_2025 | stint_1,0.557883916770467,0.09718045386613114,158.29250975906987,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,6,10,Backstretch,Driver B | charlotte_roval_2025 | stint_1,0.20896567660779397,0.13849764920493499,179.05168249640664,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,6,11,Bus Stop Entry,Driver B | charlotte_roval_2025 | stint_1,0.7987181215928306,0.5496594908289294,169.77362773729408,32.66759895976039,46.34561347775161
charlotte_roval_2025,Driver B,stint_1,6,12,Bus Stop Apex,Driver B | charlotte_roval_2025 | stint_1,1.1202625336115575,0.3018274743826737,97.9164257109352,45.84161101440464,11.345498807630488
charlotte_roval_2025,Driver B,stint_1,6,13,Bus Stop Exit,Driver B | charlotte_roval_2025 | stint_1,0.5346299374604488,0.23301152521740687,120.68004481111254,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,6,14,Oval Turn 3,Driver B | charlotte_roval_2025 | stint_1,0.5579703730895859,0.20281444980420782,153.91535370761292,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,6,15,Oval Turn 4,Driver B | charlotte_roval_2025 | stint_1,0.663418082593118,0.16055755027663304,175.66851837158202,94.35783938318491,0.8127047880242269
charlotte_roval_2025,Driver B,stint_1,6,16,Final Chicane Entry,Driver B | charlotte_roval_2025 | stint_1,1.1361534284961405,0.16856342574765143,129.20684172909563,1.807061714526698,46.11182833162461
charlotte_roval_2025,Driver B,stint_1,6,17,Final Chicane Exit,Driver B | charlotte_roval_2025 | stint_1,1.0696896576759545,0.41751370685206934,97.02773734704772,82.67358925879299,0.0
charlotte_roval_2025,Driver B,stint_1,6,18,Frontstretch,Driver B | charlotte_roval_2025 | stint_1,0.30153023139687307,0.04255399963855606,116.08872759224164,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,7,1,T1 (Heartlands),Driver B | charlotte_roval_2025 | stint_1,0.4039575724560412,0.28009934145432763,134.76763505606817,75.04883958392516,4.506527009273797
charlotte_roval_2025,Driver B,stint_1,7,2,T2,Driver B | charlotte_roval_2025 | stint_1,1.0416513855242642,0.484400905473608,123.12541225978306,73.25846494776665,1.1047134907650096
charlotte_roval_2025,Driver B,stint_1,7,3,T3 (Infield),Driver B | charlotte_roval_2025 | stint_1,0.9297276470755647,0.4855080906896868,144.24377886123372,79.67439085213972,2.6686430650808224
charlotte_roval_2025,Driver B,stint_1,7,4,T4,Driver B | charlotte_roval_2025 | stint_1,1.2289174574491626,0.2708838577074183,123.51518476149614,25.975311960754127,9.233476092134985
charlotte_roval_2025,Driver B,stint_1,7,5,T5/T6 Transition,Driver B | charlotte_roval_2025 | stint_1,0.6009411351179321,0.4599570290787746,124.64960251990786,96.97586450170964,0.0
charlotte_roval_2025,Driver B,stint_1,7,6,Hairpin Setup,Driver B | charlotte_roval_2025 | stint_1,0.9942160061084855,0.4485083996695819,142.54107548640326,63.204188189459046,3.915510394298318
charlotte_roval_2025,Driver B,stint_1,7,7,New Hairpin,Driver B | charlotte_roval_2025 | stint_1,1.1828659411458873,0.2118266172060083,87.53551122461046,40.73789107600793,15.256857596042599
charlotte_roval_2025,Driver B,stint_1,7,8,Oval Turn 1,Driver B | charlotte_roval_2025 | stint_1,0.344550086491571,0.09559648697609512,113.5139387460773,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,7,9,Oval Turn 2,Driver B | charlotte_roval_2025 | stint_1,0.558111875634061,0.11736101615630168,158.35850848650875,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,7,10,Backstretch,Driver B | charlotte_roval_2025 | stint_1,0.17534911039299983,0.12991406056815302,179.13558854653803,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,7,11,Bus Stop Entry,Driver B | charlotte_roval_2025 | stint_1,0.7096773800145256,0.5753893047306498,173.455314839681,42.510805284535444,41.63077522069216
charlotte_roval_2025,Driver B,stint_1,7,12,Bus Stop Apex,Driver B | charlotte_roval_2025 | stint_1,1.1316004499764247,0.3586922977882077,99.03575663975306,46.821493279366265,15.170318493065203
charlotte_roval_2025,Driver B,stint_1,7,13,Bus Stop Exit,Driver B | charlotte_roval_2025 | stint_1,0.4438702469524044,0.1348686816104525,121.11850300350704,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,7,14,Oval Turn 3,Driver B | charlotte_roval_2025 | stint_1,0.533934001223055,0.19229206538923674,153.79437486007504,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,7,15,Oval Turn 4,Driver B | charlotte_roval_2025 | stint_1,0.6745978737858584,0.11991078662061243,175.62762550048825,97.09512530962625,0.1427508903046449
charlotte_roval_2025,Driver B,stint_1,7,16,Final Chicane Entry,Driver B | charlotte_roval_2025 | stint_1,1.1391419995023013,0.19149050488606714,130.22651691436766,1.6449951956100348,49.73271804214973
charlotte_roval_2025,Driver B,stint_1,7,17,Final Chicane Exit,Driver B | charlotte_roval_2025 | stint_1,1.0929277670532656,0.37145069826636307,96.99352186971637,79.20083454879584,0.0
charlotte_roval_2025,Driver B,stint_1,7,18,Frontstretch,Driver B | charlotte_roval_2025 | stint_1,0.26610417489264526,0.03135802087833787,115.59117730084589,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,1,T1 (Heartlands),Driver B | charlotte_roval_2025 | stint_1,0.42358535255156715,0.3459389278273049,134.93078939503638,80.76264923545479,6.785104950618756
charlotte_roval_2025,Driver B,stint_1,8,2,T2,Driver B | charlotte_roval_2025 | stint_1,1.0611810586384067,0.3167042215036255,125.46660463880279,76.60036726952119,0.41674172128713005
charlotte_roval_2025,Driver B,stint_1,8,3,T3 (Infield),Driver B | charlotte_roval_2025 | stint_1,1.0105261690354352,0.44124050527256214,145.7990844382379,77.55356792892728,4.667613504601545
charlotte_roval_2025,Driver B,stint_1,8,4,T4,Driver B | charlotte_roval_2025 | stint_1,1.167415455127838,0.2652847836010942,119.78070028053139,25.75952279917404,9.175837374623256
charlotte_roval_2025,Driver B,stint_1,8,5,T5/T6 Transition,Driver B | charlotte_roval_2025 | stint_1,0.5796943450861755,0.4634469185200001,123.96198184262414,96.75066943128144,0.0
charlotte_roval_2025,Driver B,stint_1,8,6,Hairpin Setup,Driver B | charlotte_roval_2025 | stint_1,1.0084002878137075,0.4573045576606862,142.22221718180634,63.273387781839595,3.3701831769847233
charlotte_roval_2025,Driver B,stint_1,8,7,New Hairpin,Driver B | charlotte_roval_2025 | stint_1,1.1251296211269968,0.23857154433041036,87.38097245646863,42.82942003641905,14.983243426533324
charlotte_roval_2025,Driver B,stint_1,8,8,Oval Turn 1,Driver B | charlotte_roval_2025 | stint_1,0.3343872031221302,0.0834543636417081,115.32634786435615,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,9,Oval Turn 2,Driver B | charlotte_roval_2025 | stint_1,0.5831311604986632,0.11266049244358578,158.5426713674905,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,10,Backstretch,Driver B | charlotte_roval_2025 | stint_1,0.2005101316827042,0.15100593996107206,179.20915732232083,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,11,Bus Stop Entry,Driver B | charlotte_roval_2025 | stint_1,0.7244031219128181,0.5428909349823632,171.41950271495068,34.90829891916093,40.692227091436294
charlotte_roval_2025,Driver B,stint_1,8,12,Bus Stop Apex,Driver B | charlotte_roval_2025 | stint_1,1.033323968263541,0.3403673404751374,93.68789066623997,42.94103010649885,15.862879525819743
charlotte_roval_2025,Driver B,stint_1,8,13,Bus Stop Exit,Driver B | charlotte_roval_2025 | stint_1,0.42054828128062266,0.06341546937542437,117.7392378461413,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,14,Oval Turn 3,Driver B | charlotte_roval_2025 | stint_1,0.49593637657193573,0.24925723399779606,152.3616904761786,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,15,Oval Turn 4,Driver B | charlotte_roval_2025 | stint_1,0.7129593814657392,0.1951941055435074,174.95142398454757,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,8,16,Final Chicane Entry,Driver B | charlotte_roval_2025 | stint_1,1.144809118434305,0.3101889494058128,141.7701475442174,7.850685836859496,62.47614194745624
charlotte_roval_2025,Driver B,stint_1,8,17,Final Chicane Exit,Driver B | charlotte_roval_2025 | stint_1,1.1557594195578613,0.39138922905151846,81.50846326889531,46.70566073919256,0.6300723031839176
charlotte_roval_2025,Driver B,stint_1,8,18,Frontstretch,Driver B | charlotte_roval_2025 | stint_1,0.3304363646490356,0.02078457304255937,100.07891481839695,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,9,1,T1 (Heartlands),Driver B | charlotte_roval_2025 | stint_1,0.3992983926052993,0.2583342862069584,125.63724096025739,79.37464738630557,3.740960528708196
charlotte_roval_2025,Driver B,stint_1,9,2,T2,Driver B | charlotte_roval_2025 | stint_1,0.9909027064765127,0.39993288506467456,123.16878111703055,77.64393480336935,0.8061655147232746
charlotte_roval_2025,Driver B,stint_1,9,3,T3 (Infield),Driver B | charlotte_roval_2025 | stint_1,1.106158809300734,0.3521181904047833,144.8262129720052,75.74000909200146,0.6506263681997856
charlotte_roval_2025,Driver B,stint_1,9,4,T4,Driver B | charlotte_roval_2025 | stint_1,1.2015063078892,0.2690930751662008,124.35785544682477,12.634904221571308,3.593048085096898
charlotte_roval_2025,Driver B,stint_1,9,5,T5/T6 Transition,Driver B | charlotte_roval_2025 | stint_1,0.6134941568776245,0.49218843235912463,127.21831141573229,95.83222632035775,0.0
charlotte_roval_2025,Driver B,stint_1,9,6,Hairpin Setup,Driver B | charlotte_roval_2025 | stint_1,0.9996874821345436,0.4320650080919951,141.14582315068992,53.77209638291717,2.360938121055238
charlotte_roval_2025,Driver B,stint_1,9,7,New Hairpin,Driver B | charlotte_roval_2025 | stint_1,1.149446829777731,0.2152678610291019,85.98930054039792,40.130313565043316,15.717706733492628
charlotte_roval_2025,Driver B,stint_1,9,8,Oval Turn 1,Driver B | charlotte_roval_2025 | stint_1,0.35989139080033267,0.127184357414451,114.14328642651813,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,9,9,Oval Turn 2,Driver B | charlotte_roval_2025 | stint_1,0.5929827032266745,0.16669256388486267,157.89920540675342,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,9,10,Backstretch,Driver B | charlotte_roval_2025 | stint_1,0.24831889157426992,0.13663770556303245,178.41900931910465,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,9,11,Bus Stop Entry,Driver B | charlotte_roval_2025 | stint_1,0.7646145405966998,0.46833643995352187,166.580263990037,20.50448683823677,41.35739845454904
charlotte_roval_2025,Driver B,stint_1,9,12,Bus Stop Apex,Driver B | charlotte_roval_2025 | stint_1,1.088054600729736,0.30275826630132696,94.49403666116545,46.115776121978705,12.467173572578737
charlotte_roval_2025,Driver B,stint_1,9,13,Bus Stop Exit,Driver B | charlotte_roval_2025 | stint_1,0.5253476703581104,0.20010295516349494,119.45093162938169,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,9,14,Oval Turn 3,Driver B | charlotte_roval_2025 | stint_1,0.5680139149391413,0.2670753242797464,153.11120888085335,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,9,15,Oval Turn 4,Driver B | charlotte_roval_2025 | stint_1,0.6315057193314242,0.11723307942845189,175.6310126203172,92.80863701690365,0.112591828269131
charlotte_roval_2025,Driver B,stint_1,9,16,Final Chicane Entry,Driver B | charlotte_roval_2025 | stint_1,1.1293401347739924,0.218742361118354,130.4879908015219,1.9654723721441258,47.27109673569041
charlotte_roval_2025,Driver B,stint_1,9,17,Final Chicane Exit,Driver B | charlotte_roval_2025 | stint_1,1.1192913178858508,0.44684755923435987,95.97094860076903,69.47027970762814,0.0
charlotte_roval_2025,Driver B,stint_1,9,18,Frontstretch,Driver B | charlotte_roval_2025 | stint_1,0.26849461758575954,0.01972932501911657,112.85897246140698,100.0,0.0
charlotte_roval_2025,Driver B,stint_1,11,1,T1 (Heartlands),Driver B | charlotte_roval_2025 | stint_1,0.43153890315277704,0.3186721684430814,134.55248628813644,74.13111639662264,7.6031567964174736
