Track,Comparison,Stint,Sector,N_Act,DeltaT_s
SPT,B vs. A,stint_5,3,5,0.1196320913672757
SPT,B vs. A,stint_5,4,1,0.14611993585518945
SPT,B vs. A,stint_5,5,1,0.10178228133209188
SPT,B vs. A,stint_5,6,1,0.10618124753086278
SPT,B vs. A,stint_5,7,2,0.19753440957772028
SPT,B vs. A,stint_5,8,1,0.07303029518966042
SPT,B vs. A,stint_5,9,1,-0.040668571991758995
SPT,C vs. B,stint_1,0,3,0.0328826702781333
SPT,C vs. B,stint_1,1,3,0.3465328258506162
SPT,C vs. B,stint_1,2,2,0.05518263889788244
SPT,C vs. B,stint_1,3,5,0.3043117502002488
SPT,C vs. B,stint_1,4,4,0.2528171751994073
SPT,C vs. B,stint_1,5,3,0.2844910463270409
SPT,C vs. B,stint_1,6,1,-0.03966209829180656
SPT,C vs. B,stint_1,7,4,0.5103595371554448
SPT,C vs. B,stint_1,8,6,0.3435186280428155
SPT,C vs. B,stint_1,9,2,0.23742687354881298
SPT,C vs. B,stint_2,0,2,0.15008175010122393
SPT,C vs. B,stint_2,1,2,0.2634260284462968
SPT,C vs. B,stint_2,2,1,0.03182627510147995
SPT,C vs. B,stint_2,3,5,0.490123488837078
SPT,C vs. B,stint_2,4,4,0.2122141151317969
SPT,C vs. B,stint_2,5,2,0.3339096508223136
SPT,C vs. B,stint_2,6,1,0.1967460453468064
SPT,C vs. B,stint_2,7,3,0.3022311064891383
SPT,C vs. B,stint_2,8,3,0.24969320520980887
SPT,C vs. B,stint_2,9,2,0.09706443695215228
SPT,C vs. B,stint_3,0,2,0.04422328312545165
SPT,C vs. B,stint_3,1,2,0.06862423375478599
SPT,C vs. B,stint_3,2,2,0.021362479723318728
SPT,C vs. B,stint_3,3,4,0.23117981806700172
SPT,C vs. B,stint_3,4,1,0.21127405539826682
SPT,C vs. B,stint_3,5,3,0.17399791541146925
SPT,C vs. B,stint_3,6,2,0.18040480127162084
SPT,C vs. B,stint_3,7,3,0.026876433857928816
SPT,C vs. B,stint_3,8,2,0.12388386808909502
SPT,C vs. B,stint_3,9,2,0.12565667654627077
SPT,C vs. B,stint_4,0,0,-0.00471340519125274
SPT,C vs. B,stint_4,1,2,0.16466641416786842
SPT,C vs. B,stint_4,2,1,-0.022883825277325798
SPT,C vs. B,stint_4,3,2,0.13313305632556194
SPT,C vs. B,stint_4,4,3,-0.006200923536127334
SPT,C vs. B,stint_4,5,4,0.13143427407344888
SPT,C vs. B,stint_4,6,2,0.1191274381364309
SPT,C vs. B,stint_4,7,3,0.20656172589691835
SPT,C vs. B,stint_4,8,3,0.16828255743975262
SPT,C vs. B,stint_4,9,1,0.09136717379706738
SPT,C vs. B,stint_5,0,1,-0.042816446406638065
SPT,C vs. B,stint_5,1,4,0.44211046199861315
SPT,C vs. B,stint_5,2,3,0.1463154394432884
SPT,C vs. B,stint_5,3,4,0.09287627350262895
SPT,C vs. B,stint_5,4,1,0.08728562636346382
SPT,C vs. B,stint_5,5,2,0.06506692557051252
SPT,C vs. B,stint_5,6,1,0.03392094223044495
SPT,C vs. B,stint_5,7,4,0.2604889238882109
SPT,C vs. B,stint_5,8,1,0.17424703698648614
SPT,C vs. B,stint_5,9,2,0.08599862336781428
SPT,D vs. B,stint_1,0,3,0.11157604269407351
SPT,D vs. B,stint_1,1,2,0.516568509670261
SPT,D vs. B,stint_1,2,4,0.02337665113203613
SPT,D vs. B,stint_1,3,3,0.43693561751094023
SPT,D vs. B,stint_1,4,2,0.12820758477298355
SPT,D vs. B,stint_1,5,2,0.1475168821167756
SPT,D vs. B,stint_1,6,2,0.27012497714564887
SPT,D vs. B,stint_1,7,4,0.18704446387385332
SPT,D vs. B,stint_1,8,2,0.6494232757612082
SPT,D vs. B,stint_1,9,3,0.33254441746898067
SPT,D vs. B,stint_2,0,1,0.019100766965933325
SPT,D vs. B,stint_2,1,3,0.41985753999775355
SPT,D vs. B,stint_2,2,2,0.07539117595443301
SPT,D vs. B,stint_2,3,2,0.3021788048438161
SPT,D vs. B,stint_2,4,2,0.02684309864806167
SPT,D vs. B,stint_2,5,4,0.41642728089340153
SPT,D vs. B,stint_2,6,1,0.4218695407162514
SPT,D vs. B,stint_2,7,3,0.11500298277712773
SPT,D vs. B,stint_2,8,2,0.14917771346608788
SPT,D vs. B,stint_2,9,2,0.18330738170460847
SPT,D vs. B,stint_3,0,1,-0.011621383903884563
SPT,D vs. B,stint_3,1,2,0.2977216057343526
SPT,D vs. B,stint_3,2,1,0.027938402615212965
SPT,D vs. B,stint_3,3,2,0.2708436862986865
SPT,D vs. B,stint_3,4,3,0.025671396208135633
SPT,D vs. B,stint_3,5,3,0.3282820128348689
SPT,D vs. B,stint_3,6,1,0.6666734543811401
SPT,D vs. B,stint_3,7,3,-0.058034429936626
SPT,D vs. B,stint_3,8,2,0.1744833203310634
SPT,D vs. B,stint_3,9,1,0.16933575213414542
SPT,D vs. B,stint_4,0,2,0.028693929027110876
SPT,D vs. B,stint_4,1,3,0.20989403804455975
SPT,D vs. B,stint_4,2,1,-0.001238856073271677
SPT,D vs. B,stint_4,3,2,0.047958107965225594
SPT,D vs. B,stint_4,4,3,-0.043187390472589016
SPT,D vs. B,stint_4,5,3,0.726201926604034
SPT,D vs. B,stint_4,6,1,0.07259815750693832
SPT,D vs. B,stint_4,7,3,-0.10401579784414139
SPT,D vs. B,stint_4,8,2,0.11705729988804592
SPT,D vs. B,stint_4,9,1,0.02834055506873767
SPT,D vs. B,stint_5,0,1,-0.0670571381103624
SPT,D vs. B,stint_5,1,4,0.009235072095187036
SPT,D vs. B,stint_5,2,1,-0.04707438818235232
SPT,D vs. B,stint_5,3,3,0.06979131687297624
SPT,D vs. B,stint_5,4,4,-0.10269769563864628
SPT,D vs. B,stint_5,5,4,0.6398497336998403
SPT,D vs. B,stint_5,6,1,0.014148643698860042
SPT,D vs. B,stint_5,7,3,0.1749211597326834
SPT,D vs. B,stint_5,8,2,0.1379234907501683
SPT,D vs. B,stint_5,9,1,0.1188110371404889
SPT,E vs. B,stint_1,0,3,0.01770153559556853
SPT,E vs. B,stint_1,1,4,0.5324975359172512
SPT,E vs. B,stint_1,2,3,0.18426244166505867
SPT,E vs. B,stint_1,3,5,0.31944906461984246
SPT,E vs. B,stint_1,4,3,0.20865101828652755
SPT,E vs. B,stint_1,5,1,0.4017977192278934
SPT,E vs. B,stint_1,6,4,0.6425624481685972
SPT,E vs. B,stint_1,7,4,0.36539285135555133
SPT,E vs. B,stint_1,8,9,0.5078884849845196
SPT,E vs. B,stint_1,9,4,0.35735636416349337
SPT,E vs. B,stint_2,0,1,0.10684891635532168
SPT,E vs. B,stint_2,1,4,0.6766620132519208
SPT,E vs. B,stint_2,2,2,0.02650800462838987
SPT,E vs. B,stint_2,3,4,0.38051382273177836
SPT,E vs. B,stint_2,4,5,0.1817679479969776
SPT,E vs. B,stint_2,5,5,1.1599229142359349
SPT,E vs. B,stint_2,6,3,0.4080136179746958
SPT,E vs. B,stint_2,7,4,0.3571154728398156
SPT,E vs. B,stint_2,8,8,0.41263370639745744
SPT,E vs. B,stint_2,9,3,0.14874185277550112
SPT,E vs. B,stint_3,0,1,-0.011155966210194102
SPT,E vs. B,stint_3,1,3,0.3357808802635631
SPT,E vs. B,stint_3,2,4,-0.0041367009428405765
SPT,E vs. B,stint_3,3,4,0.21474575261944295
SPT,E vs. B,stint_3,4,4,-0.03817453075245325
SPT,E vs. B,stint_3,5,5,0.7983398829834059
SPT,E vs. B,stint_3,6,1,0.49017846429766365
SPT,E vs. B,stint_3,7,3,0.4683411504838375
SPT,E vs. B,stint_3,8,4,0.23395236935716923
SPT,E vs. B,stint_3,9,2,0.0704567828771161
SPT,E vs. B,stint_4,0,3,-0.044738503691315046
SPT,E vs. B,stint_4,1,5,0.46649156620550514
SPT,E vs. B,stint_4,2,2,0.05818182523127291
SPT,E vs. B,stint_4,3,4,0.10071659659853438
SPT,E vs. B,stint_4,4,5,0.14132553174537676
SPT,E vs. B,stint_4,5,5,0.7526641141343973
SPT,E vs. B,stint_4,6,4,0.3111598475133448
SPT,E vs. B,stint_4,7,5,0.35150336262360327
SPT,E vs. B,stint_4,8,7,0.3575464986779906
SPT,E vs. B,stint_4,9,4,0.19389603283445922
SPT,E vs. B,stint_5,0,2,-0.017334534655027767
SPT,E vs. B,stint_5,1,2,0.44140052900862337
SPT,E vs. B,stint_5,2,3,0.24984950771318992
SPT,E vs. B,stint_5,3,4,0.11654521486985914
SPT,E vs. B,stint_5,4,4,0.11867803386484965
SPT,E vs. B,stint_5,5,2,0.7291039166182287
SPT,E vs. B,stint_5,6,4,0.7101552123118111
SPT,E vs. B,stint_5,7,4,0.16222363063547363
SPT,E vs. B,stint_5,8,6,0.34030336179213805
SPT,E vs. B,stint_5,9,4,0.22430575083936333
SPT,F vs. B,stint_1,0,2,0.07901873651105085
SPT,F vs. B,stint_1,1,5,0.5118550539879969
SPT,F vs. B,stint_1,2,1,0.015740353657115236
SPT,F vs. B,stint_1,3,2,0.21685770281603922
SPT,F vs. B,stint_1,4,4,0.18856707421213414
SPT,F vs. B,stint_1,5,4,0.7890168474451471
SPT,F vs. B,stint_1,6,3,0.08179759384869101
SPT,F vs. B,stint_1,7,2,0.33772439059011106
SPT,F vs. B,stint_1,8,2,0.4151684300848615
SPT,F vs. B,stint_1,9,2,0.21651568899716267
SPT,F vs. B,stint_2,0,2,0.026478880844369
SPT,F vs. B,stint_2,1,4,0.15368019898344087
SPT,F vs. B,stint_2,2,0,-0.05956946905017446
SPT,F vs. B,stint_2,3,4,0.1569716622897417
SPT,F vs. B,stint_2,4,2,0.1611556895041062
SPT,F vs. B,stint_2,5,4,0.5549983776592455
SPT,F vs. B,stint_2,6,2,0.06728391233593811
SPT,F vs. B,stint_2,7,1,0.044481537738008115
SPT,F vs. B,stint_2,8,1,0.08980052960785656
SPT,F vs. B,stint_2,9,3,0.028758207964912685
SPT,F vs. B,stint_3,0,2,-2.9368792349160344e-06
SPT,F vs. B,stint_3,1,5,0.5109363507518871
SPT,F vs. B,stint_3,2,1,-0.00839106822775193
SPT,F vs. B,stint_3,3,1,0.21706457347140784
SPT,F vs. B,stint_3,4,1,0.05405285788993197
SPT,F vs. B,stint_3,5,2,0.5021414528949606
SPT,F vs. B,stint_3,6,2,0.2635523876550607
SPT,F vs. B,stint_3,7,3,0.009195963706879695
SPT,F vs. B,stint_3,8,3,0.30164478620244495
SPT,F vs. B,stint_3,9,1,0.16888014253511585
SPT,F vs. B,stint_4,0,3,0.022158845990380094
SPT,F vs. B,stint_4,1,3,0.30052390596498313
SPT,F vs. B,stint_4,2,4,0.027814050656438383
SPT,F vs. B,stint_4,3,1,0.07523676263340917
SPT,F vs. B,stint_4,4,4,0.023496347989908628
SPT,F vs. B,stint_4,5,4,0.47999632014233384
SPT,F vs. B,stint_4,6,2,0.07479819581040914
SPT,F vs. B,stint_4,7,4,0.32227822512913207
SPT,F vs. B,stint_4,8,1,0.30383654026934437
SPT,F vs. B,stint_4,9,2,0.09814294635644671
SPT,F vs. B,stint_5,0,1,-0.040307167240114516
SPT,F vs. B,stint_5,1,3,0.5270203878233346
SPT,F vs. B,stint_5,2,1,-0.018017646976865365
SPT,F vs. B,stint_5,3,4,0.33719803968004314
SPT,F vs. B,stint_5,4,3,0.28382092547815674
SPT,F vs. B,stint_5,5,2,0.5415906458552158
SPT,F vs. B,stint_5,6,1,0.17752778233575128
SPT,F vs. B,stint_5,7,2,0.3213082977309085
SPT,F vs. B,stint_5,8,2,0.2671155642912595
SPT,F vs. B,stint_5,9,2,0.06129033488551272
