Track,Comparison,Stint,Rule_ID,Category,Fired
SPT,C vs. B,stint_1,LATE_THROTTLE_LOW_SPEED,Traction,2
SPT,C vs. B,stint_1,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,C vs. B,stint_1,OVER_BRAKING_PEAK,Braking,2
SPT,C vs. B,stint_1,POOR_TRAIL_BRAKING,Rotation,3
SPT,C vs. B,stint_1,ROTATION_INEFFICIENT,Rotation,3
SPT,C vs. B,stint_1,STEER_EFFICIENCY,Rotation,5
SPT,C vs. B,stint_1,THROTTLE_STEER_CONFLICT,Traction,3
SPT,C vs. B,stint_2,AGGRESSIVE_UNSTABLE_BRAKE,Braking,1
SPT,C vs. B,stint_2,BRAKING_POINT_MISMATCH,Braking,1
SPT,C vs. B,stint_2,ENTRY_OVER_SLOW,Braking,3
SPT,C vs. B,stint_2,EXIT_SPEED_LEGACY,Legacy,2
SPT,C vs. B,stint_2,LATE_ROTATION,Rotation,4
SPT,C vs. B,stint_2,LATE_THROTTLE_LOW_SPEED,Traction,2
SPT,C vs. B,stint_2,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,C vs. B,stint_2,OVER_BRAKING_PEAK,Braking,3
SPT,C vs. B,stint_2,POOR_TRAIL_BRAKING,Rotation,3
SPT,C vs. B,stint_2,ROTATION_INEFFICIENT,Rotation,2
SPT,C vs. B,stint_2,STEER_EFFICIENCY,Rotation,4
SPT,C vs. B,stint_2,THROTTLE_STEER_CONFLICT,Traction,0
SPT,C vs. B,stint_3,AGGRESSIVE_UNSTABLE_BRAKE,Braking,1
SPT,C vs. B,stint_3,BRAKING_POINT_MISMATCH,Braking,1
SPT,C vs. B,stint_3,ENTRY_OVER_SLOW,Braking,2
SPT,C vs. B,stint_3,EXIT_SPEED_LEGACY,Legacy,3
SPT,C vs. B,stint_3,LATE_ROTATION,Rotation,6
SPT,C vs. B,stint_3,LATE_THROTTLE_LOW_SPEED,Traction,2
SPT,C vs. B,stint_3,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,C vs. B,stint_3,OVER_BRAKING_PEAK,Braking,2
SPT,C vs. B,stint_3,POOR_TRAIL_BRAKING,Rotation,1
SPT,C vs. B,stint_3,ROTATION_INEFFICIENT,Rotation,1
SPT,C vs. B,stint_3,STEER_EFFICIENCY,Rotation,2
SPT,C vs. B,stint_3,THROTTLE_STEER_CONFLICT,Traction,1
SPT,C vs. B,stint_4,AGGRESSIVE_UNSTABLE_BRAKE,Braking,1
SPT,C vs. B,stint_4,BRAKING_POINT_MISMATCH,Braking,1
SPT,C vs. B,stint_4,ENTRY_OVER_SLOW,Braking,3
SPT,C vs. B,stint_4,EXIT_SPEED_LEGACY,Legacy,1
SPT,C vs. B,stint_4,LATE_ROTATION,Rotation,4
SPT,C vs. B,stint_4,LATE_THROTTLE_LOW_SPEED,Traction,4
SPT,C vs. B,stint_4,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,C vs. B,stint_4,OVER_BRAKING_PEAK,Braking,3
SPT,C vs. B,stint_4,POOR_TRAIL_BRAKING,Rotation,1
SPT,C vs. B,stint_4,ROTATION_INEFFICIENT,Rotation,1
SPT,C vs. B,stint_4,STEER_EFFICIENCY,Rotation,1
SPT,C vs. B,stint_4,THROTTLE_STEER_CONFLICT,Traction,1
SPT,C vs. B,stint_5,AGGRESSIVE_UNSTABLE_BRAKE,Braking,1
SPT,C vs. B,stint_5,BRAKING_POINT_MISMATCH,Braking,1
SPT,C vs. B,stint_5,ENTRY_OVER_SLOW,Braking,3
SPT,C vs. B,stint_5,EXIT_SPEED_LEGACY,Legacy,2
SPT,C vs. B,stint_5,LATE_ROTATION,Rotation,5
SPT,C vs. B,stint_5,LATE_THROTTLE_LOW_SPEED,Traction,1
SPT,C vs. B,stint_5,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,C vs. B,stint_5,OVER_BRAKING_PEAK,Braking,2
SPT,C vs. B,stint_5,POOR_TRAIL_BRAKING,Rotation,0
SPT,C vs. B,stint_5,ROTATION_INEFFICIENT,Rotation,3
SPT,C vs. B,stint_5,STEER_EFFICIENCY,Rotation,4
SPT,C vs. B,stint_5,THROTTLE_STEER_CONFLICT,Traction,1
SPT,D vs. B,stint_1,AGGRESSIVE_UNSTABLE_BRAKE,Braking,3
SPT,D vs. B,stint_1,BRAKING_POINT_MISMATCH,Braking,1
SPT,D vs. B,stint_1,ENTRY_OVER_SLOW,Braking,3
SPT,D vs. B,stint_1,EXIT_SPEED_LEGACY,Legacy,3
SPT,D vs. B,stint_1,LATE_ROTATION,Rotation,6
SPT,D vs. B,stint_1,LATE_THROTTLE_LOW_SPEED,Traction,3
SPT,D vs. B,stint_1,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,D vs. B,stint_1,OVER_BRAKING_PEAK,Braking,4
SPT,D vs. B,stint_1,POOR_TRAIL_BRAKING,Rotation,0
SPT,D vs. B,stint_1,ROTATION_INEFFICIENT,Rotation,2
SPT,D vs. B,stint_1,STEER_EFFICIENCY,Rotation,1
SPT,D vs. B,stint_1,THROTTLE_STEER_CONFLICT,Traction,1
SPT,D vs. B,stint_2,AGGRESSIVE_UNSTABLE_BRAKE,Braking,2
SPT,D vs. B,stint_2,BRAKING_POINT_MISMATCH,Braking,2
SPT,D vs. B,stint_2,ENTRY_OVER_SLOW,Braking,2
SPT,D vs. B,stint_2,EXIT_SPEED_LEGACY,Legacy,3
SPT,D vs. B,stint_2,LATE_ROTATION,Rotation,5
SPT,D vs. B,stint_2,LATE_THROTTLE_LOW_SPEED,Traction,1
SPT,D vs. B,stint_2,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,D vs. B,stint_2,OVER_BRAKING_PEAK,Braking,4
SPT,D vs. B,stint_2,POOR_TRAIL_BRAKING,Rotation,1
SPT,D vs. B,stint_2,ROTATION_INEFFICIENT,Rotation,0
SPT,D vs. B,stint_2,STEER_EFFICIENCY,Rotation,1
SPT,D vs. B,stint_2,THROTTLE_STEER_CONFLICT,Traction,1
SPT,D vs. B,stint_3,AGGRESSIVE_UNSTABLE_BRAKE,Braking,3
SPT,D vs. B,stint_3,BRAKING_POINT_MISMATCH,Braking,0
SPT,D vs. B,stint_3,ENTRY_OVER_SLOW,Braking,3
SPT,D vs. B,stint_3,EXIT_SPEED_LEGACY,Legacy,1
SPT,D vs. B,stint_3,LATE_ROTATION,Rotation,5
SPT,D vs. B,stint_3,LATE_THROTTLE_LOW_SPEED,Traction,1
SPT,D vs. B,stint_3,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,D vs. B,stint_3,OVER_BRAKING_PEAK,Braking,3
SPT,D vs. B,stint_3,POOR_TRAIL_BRAKING,Rotation,1
SPT,D vs. B,stint_3,ROTATION_INEFFICIENT,Rotation,0
SPT,D vs. B,stint_3,STEER_EFFICIENCY,Rotation,1
SPT,D vs. B,stint_3,THROTTLE_STEER_CONFLICT,Traction,1
SPT,D vs. B,stint_4,AGGRESSIVE_UNSTABLE_BRAKE,Braking,2
SPT,D vs. B,stint_4,BRAKING_POINT_MISMATCH,Braking,1
SPT,D vs. B,stint_4,ENTRY_OVER_SLOW,Braking,3
SPT,D vs. B,stint_4,EXIT_SPEED_LEGACY,Legacy,1
SPT,D vs. B,stint_4,LATE_ROTATION,Rotation,5
SPT,D vs. B,stint_4,LATE_THROTTLE_LOW_SPEED,Traction,0
SPT,D vs. B,stint_4,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,D vs. B,stint_4,OVER_BRAKING_PEAK,Braking,4
SPT,D vs. B,stint_4,POOR_TRAIL_BRAKING,Rotation,2
SPT,D vs. B,stint_4,ROTATION_INEFFICIENT,Rotation,0
SPT,D vs. B,stint_4,STEER_EFFICIENCY,Rotation,1
SPT,D vs. B,stint_4,THROTTLE_STEER_CONFLICT,Traction,1
SPT,D vs. B,stint_5,AGGRESSIVE_UNSTABLE_BRAKE,Braking,2
SPT,D vs. B,stint_5,BRAKING_POINT_MISMATCH,Braking,2
SPT,D vs. B,stint_5,ENTRY_OVER_SLOW,Braking,5
SPT,D vs. B,stint_5,EXIT_SPEED_LEGACY,Legacy,1
SPT,D vs. B,stint_5,LATE_ROTATION,Rotation,6
SPT,D vs. B,stint_5,LATE_THROTTLE_LOW_SPEED,Traction,1
SPT,D vs. B,stint_5,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,D vs. B,stint_5,OVER_BRAKING_PEAK,Braking,4
SPT,D vs. B,stint_5,POOR_TRAIL_BRAKING,Rotation,0
SPT,D vs. B,stint_5,ROTATION_INEFFICIENT,Rotation,0
SPT,D vs. B,stint_5,STEER_EFFICIENCY,Rotation,1
SPT,D vs. B,stint_5,THROTTLE_STEER_CONFLICT,Traction,2
SPT,E vs. B,stint_1,AGGRESSIVE_UNSTABLE_BRAKE,Braking,3
SPT,E vs. B,stint_1,BRAKING_POINT_MISMATCH,Braking,1
SPT,E vs. B,stint_1,ENTRY_OVER_SLOW,Braking,2
SPT,E vs. B,stint_1,EXIT_SPEED_LEGACY,Legacy,5
SPT,E vs. B,stint_1,LATE_ROTATION,Rotation,5
SPT,E vs. B,stint_1,LATE_THROTTLE_LOW_SPEED,Traction,5
SPT,E vs. B,stint_1,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,E vs. B,stint_1,OVER_BRAKING_PEAK,Braking,4
SPT,E vs. B,stint_1,POOR_TRAIL_BRAKING,Rotation,3
SPT,E vs. B,stint_1,ROTATION_INEFFICIENT,Rotation,4
SPT,E vs. B,stint_1,STEER_EFFICIENCY,Rotation,5
SPT,E vs. B,stint_1,THROTTLE_STEER_CONFLICT,Traction,2
SPT,E vs. B,stint_2,AGGRESSIVE_UNSTABLE_BRAKE,Braking,4
SPT,E vs. B,stint_2,BRAKING_POINT_MISMATCH,Braking,2
SPT,E vs. B,stint_2,ENTRY_OVER_SLOW,Braking,5
SPT,E vs. B,stint_2,EXIT_SPEED_LEGACY,Legacy,4
SPT,E vs. B,stint_2,LATE_ROTATION,Rotation,2
SPT,E vs. B,stint_2,LATE_THROTTLE_LOW_SPEED,Traction,5
SPT,E vs. B,stint_2,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,E vs. B,stint_2,OVER_BRAKING_PEAK,Braking,5
SPT,E vs. B,stint_2,POOR_TRAIL_BRAKING,Rotation,3
SPT,E vs. B,stint_2,ROTATION_INEFFICIENT,Rotation,3
SPT,E vs. B,stint_2,STEER_EFFICIENCY,Rotation,4
SPT,E vs. B,stint_2,THROTTLE_STEER_CONFLICT,Traction,2
SPT,E vs. B,stint_3,AGGRESSIVE_UNSTABLE_BRAKE,Braking,4
SPT,E vs. B,stint_3,BRAKING_POINT_MISMATCH,Braking,1
SPT,E vs. B,stint_3,ENTRY_OVER_SLOW,Braking,3
SPT,E vs. B,stint_3,EXIT_SPEED_LEGACY,Legacy,2
SPT,E vs. B,stint_3,LATE_ROTATION,Rotation,4
SPT,E vs. B,stint_3,LATE_THROTTLE_LOW_SPEED,Traction,3
SPT,E vs. B,stint_3,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,E vs. B,stint_3,OVER_BRAKING_PEAK,Braking,5
SPT,E vs. B,stint_3,POOR_TRAIL_BRAKING,Rotation,2
SPT,E vs. B,stint_3,ROTATION_INEFFICIENT,Rotation,2
SPT,E vs. B,stint_3,STEER_EFFICIENCY,Rotation,3
SPT,E vs. B,stint_3,THROTTLE_STEER_CONFLICT,Traction,1
SPT,E vs. B,stint_4,AGGRESSIVE_UNSTABLE_BRAKE,Braking,3
SPT,E vs. B,stint_4,BRAKING_POINT_MISMATCH,Braking,1
SPT,E vs. B,stint_4,ENTRY_OVER_SLOW,Braking,4
SPT,E vs. B,stint_4,EXIT_SPEED_LEGACY,Legacy,4
SPT,E vs. B,stint_4,LATE_ROTATION,Rotation,5
SPT,E vs. B,stint_4,LATE_THROTTLE_LOW_SPEED,Traction,7
SPT,E vs. B,stint_4,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,E vs. B,stint_4,OVER_BRAKING_PEAK,Braking,4
SPT,E vs. B,stint_4,POOR_TRAIL_BRAKING,Rotation,4
SPT,E vs. B,stint_4,ROTATION_INEFFICIENT,Rotation,4
SPT,E vs. B,stint_4,STEER_EFFICIENCY,Rotation,5
SPT,E vs. B,stint_4,THROTTLE_STEER_CONFLICT,Traction,2
SPT,E vs. B,stint_5,AGGRESSIVE_UNSTABLE_BRAKE,Braking,3
SPT,E vs. B,stint_5,BRAKING_POINT_MISMATCH,Braking,0
SPT,E vs. B,stint_5,ENTRY_OVER_SLOW,Braking,2
SPT,E vs. B,stint_5,EXIT_SPEED_LEGACY,Legacy,5
SPT,E vs. B,stint_5,LATE_ROTATION,Rotation,6
SPT,E vs. B,stint_5,LATE_THROTTLE_LOW_SPEED,Traction,5
SPT,E vs. B,stint_5,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,E vs. B,stint_5,OVER_BRAKING_PEAK,Braking,4
SPT,E vs. B,stint_5,POOR_TRAIL_BRAKING,Rotation,2
SPT,E vs. B,stint_5,ROTATION_INEFFICIENT,Rotation,1
SPT,E vs. B,stint_5,STEER_EFFICIENCY,Rotation,4
SPT,E vs. B,stint_5,THROTTLE_STEER_CONFLICT,Traction,2
SPT,F vs. B,stint_1,AGGRESSIVE_UNSTABLE_BRAKE,Braking,3
SPT,F vs. B,stint_1,BRAKING_POINT_MISMATCH,Braking,0
SPT,F vs. B,stint_1,ENTRY_OVER_SLOW,Braking,5
SPT,F vs. B,stint_1,EXIT_SPEED_LEGACY,Legacy,4
SPT,F vs. B,stint_1,LATE_ROTATION,Rotation,4
SPT,F vs. B,stint_1,LATE_THROTTLE_LOW_SPEED,Traction,4
SPT,F vs. B,stint_1,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,F vs. B,stint_1,OVER_BRAKING_PEAK,Braking,3
SPT,F vs. B,stint_1,POOR_TRAIL_BRAKING,Rotation,3
SPT,F vs. B,stint_1,ROTATION_INEFFICIENT,Rotation,0
SPT,F vs. B,stint_1,STEER_EFFICIENCY,Rotation,1
SPT,F vs. B,stint_1,THROTTLE_STEER_CONFLICT,Traction,0
SPT,F vs. B,stint_2,AGGRESSIVE_UNSTABLE_BRAKE,Braking,2
SPT,F vs. B,stint_2,BRAKING_POINT_MISMATCH,Braking,1
SPT,F vs. B,stint_2,ENTRY_OVER_SLOW,Braking,4
SPT,F vs. B,stint_2,EXIT_SPEED_LEGACY,Legacy,2
SPT,F vs. B,stint_2,LATE_ROTATION,Rotation,3
SPT,F vs. B,stint_2,LATE_THROTTLE_LOW_SPEED,Traction,0
SPT,F vs. B,stint_2,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,F vs. B,stint_2,OVER_BRAKING_PEAK,Braking,2
SPT,F vs. B,stint_2,POOR_TRAIL_BRAKING,Rotation,4
SPT,F vs. B,stint_2,ROTATION_INEFFICIENT,Rotation,1
SPT,F vs. B,stint_2,STEER_EFFICIENCY,Rotation,3
SPT,F vs. B,stint_2,THROTTLE_STEER_CONFLICT,Traction,1
SPT,F vs. B,stint_3,AGGRESSIVE_UNSTABLE_BRAKE,Braking,2
SPT,F vs. B,stint_3,BRAKING_POINT_MISMATCH,Braking,0
SPT,F vs. B,stint_3,ENTRY_OVER_SLOW,Braking,3
SPT,F vs. B,stint_3,EXIT_SPEED_LEGACY,Legacy,2
SPT,F vs. B,stint_3,LATE_ROTATION,Rotation,5
SPT,F vs. B,stint_3,LATE_THROTTLE_LOW_SPEED,Traction,1
SPT,F vs. B,stint_3,LOW_BRAKE_EFFICIENCY,Braking,0
SPT,F vs. B,stint_3,OVER_BRAKING_PEAK,Braking,3
SPT,F vs. B,stint_3,POOR_TRAIL_BRAKING,Rotation,2
SPT,F vs. B,stint_3,ROTATION_INEFFICIENT,Rotation,0
SPT,F vs. B,stint_3,STEER_EFFICIENCY,Rotation,2
SPT,F vs. B,stint_3,THROTTLE_STEER_CONFLICT,Traction,1
SPT,F vs. B,stint_4,AGGRESSIVE_UNSTABLE_BRAKE,Braking,4
SPT,F vs. B,stint_4,BRAKING_POINT_MISMATCH,Braking,1
SPT,F vs. B,stint_4,ENTRY_OVER_SLOW,Braking,1
SPT,F vs. B,stint_4,EXIT_SPEED_LEGACY,Legacy,2
SPT,F vs. B,stint_4,LATE_ROTATION,Rotation,6
SPT,F vs. B,stint_4,LATE_THROTTLE_LOW_SPEED,Traction,3
SPT,F vs. B,stint_4,LOW_BRAKE_EFFICIENCY,Braking,3
SPT,F vs. B,stint_4,OVER_BRAKING_PEAK,Braking,4
SPT,F vs. B,stint_4,POOR_TRAIL_BRAKING,Rotation,1
SPT,F vs. B,stint_4,ROTATION_INEFFICIENT,Rotation,1
SPT,F vs. B,stint_4,STEER_EFFICIENCY,Rotation,1
SPT,F vs. B,stint_4,THROTTLE_STEER_CONFLICT,Traction,1
SPT,F vs. B,stint_5,AGGRESSIVE_UNSTABLE_BRAKE,Braking,1
SPT,F vs. B,stint_5,BRAKING_POINT_MISMATCH,Braking,1
SPT,F vs. B,stint_5,ENTRY_OVER_SLOW,Braking,3
SPT,F vs. B,stint_5,EXIT_SPEED_LEGACY,Legacy,1
SPT,F vs. B,stint_5,LATE_ROTATION,Rotation,6
SPT,F vs. B,stint_5,LATE_THROTTLE_LOW_SPEED,Traction,0
SPT,F vs. B,stint_5,LOW_BRAKE_EFFICIENCY,Braking,1
SPT,F vs. B,stint_5,OVER_BRAKING_PEAK,Braking,3
SPT,F vs. B,stint_5,POOR_TRAIL_BRAKING,Rotation,1
SPT,F vs. B,stint_5,ROTATION_INEFFICIENT,Rotation,2
SPT,F vs. B,stint_5,STEER_EFFICIENCY,Rotation,2
SPT,F vs. B,stint_5,THROTTLE_STEER_CONFLICT,Traction,0
