Driver,Tomaz Nunes
Vehicle,mx5 mx52016
Venue,charlotte 2018 2019 roval
Session,Practice
Session Date,02/08/2025
Session Time,13:07:56
Sample Rate,360,Hz
Session Duration,4.25,s

AirTemp,AirDensity,LapBestNLapLap,LFwearL,Alt,MemSoftPageFaultSec,LFtempM,LFpressure,RFodometer,AirPressure,Brake,Clutch,BrakeABSactive,TrackTempCrew,BrakeABScutPct,BrakeRaw,ClutchRaw,LFwearR,CarDistAhead,LRTiresAvailable,CarDistBehind,PlayerTrackSurfaceMaterial,ChanAvgLatency,RRTiresAvailable,LRTiresUsed,RearTireSetsAvailable,ChanClockSkew,CpuUsageFG,ChanLatency,LapDist,LapDeltaToSessionBestLap,ChanPartnerQuality,SteeringWheelAngleMax,LRcoldPressure,ChanQuality,SteeringWheelLimiter,LFtempL,LapDeltaToBestLap_OK,CpuUsageBG,LFTiresUsed,IsOnTrack,LRtempR,FastRepairAvailable,P2P_Count,DriverMarker,IsOnTrackCar,Engine0_RPM,dpFuelAddKg,LapBestNLapTime,EngineWarnings,EnterExitReset,FastRepairUsed,FogLevel,LFbrakeLinePress,FrameRate,LFtempCL,SessionFlags,FrontTireSetsAvailable,Gear,LFshockDefl,FrontTireSetsUsed,FuelLevel,LRpressure,RFcoldPressure,FuelLevelPct,RRcoldPressure,LFtempCR,FuelPress,FuelUsePerHour,GpuUsage,HandbrakeRaw,LRtempCM,LFTiresAvailable,LFcoldPressure,RFtempCR,ManualBoost,LFodometer,LFrideHeight,LFshockVel,LFspeed,LFtempCM,LFtempR,RightTireSetsUsed,LFwearM,LRbrakeLinePress,dpLRTireColdPress,RRpressure,LRodometer,LRrideHeight,YawRate,LRshockDefl,LRshockVel,LRspeed,LRtempCL,LRtempCR,TrackWetness,LRtempL,LapDeltaToBestLap,LRtempM,LRwearL,LRwearM,SteeringWheelPctTorque,LRwearR,Lap,TireRR_RumblePitch,LapBestLap,LapBestLapTime,PitOptRepairLeft,LapCompleted,LapCurrentLapTime,LapDeltaToSessionBestLap_OK,LapDeltaToBestLap_DD,LapDeltaToOptimalLap,LapDeltaToOptimalLap_DD,LapDeltaToOptimalLap_OK,LapDeltaToSessionBestLap_DD,WaterLevel,LapDeltaToSessionLastlLap,LapDeltaToSessionLastlLap_DD,Voltage,LapDeltaToSessionLastlLap_OK,LapDeltaToSessionOptimalLap,dpFuelAutoFillActive,PlayerCarPosition,PlayerCarClassPosition,PitSvRFP,LapDeltaToSessionOptimalLap_DD,LapDeltaToSessionOptimalLap_OK,LapDistPct,SteeringWheelPctTorqueSignStops,RRshockVel,LapLasNLapSeq,LapLastLapTime,LapLastNLapTime,Roll,Lat,LatAccel,LeftTireSetsAvailable,RRtempM,LeftTireSetsUsed,SessionTime,PitRepairLeft,Lon,PlayerCarMyIncidentCount,LongAccel,ManifoldPress,ManualNoBoost,dpRRTireColdPress,MemPageFaultSec,OilLevel,OilPress,OilTemp,dcTriggerWindshieldWipers,SessionTimeOfDay,OnPitRoad,ShiftGrindRPM,P2P_Status,SteeringWheelUseLinear,PaceMode,PitSvFlags,PitSvLRP,PitSvFuel,PitSvLFP,RightTireSetsAvailable,PitSvRRP,PitSvTireCompound,Pitch,dpRRTireChange,PitchRate,PitsOpen,PlayerCarTeamIncidentCount,PitstopActive,PlayerCarClass,TireSetsAvailable,PlayerCarDriverIncidentCount,PlayerCarDryTireSetLimit,PlayerCarIdx,PlayerCarPowerAdjust,PlayerCarInPitStall,RFshockDefl,PlayerCarPitSvStatus,PlayerCarTowTime,PlayerCarWeightPenalty,PlayerFastRepairsUsed,SteeringWheelPctTorqueSign,PlayerIncidents,PlayerTireCompound,dpFastRepair,PlayerTrackSurface,RFwearR,Precipitation,PushToPass,PushToTalk,RFTiresAvailable,RFTiresUsed,RFbrakeLinePress,RFpressure,RFrideHeight,RFshockVel,RFspeed,RFtempCL,RFtempCM,RFtempL,RFtempM,RFtempR,RFwearL,RFwearM,RPM,RRTiresUsed,RRbrakeLinePress,RRodometer,RRrideHeight,RRshockDefl,RRspeed,RRtempCL,RRtempCM,WindVel,RRtempCR,RRtempL,RRtempR,RRwearL,dpLRTireChange,RRwearM,RRwearR,RearTireSetsUsed,RelativeHumidity,RollRate,dpFuelFill,SteeringWheelAngle,SessionJokerLapsRemain,SessionLapsRemain,SessionLapsRemainEx,SessionLapsTotal,SessionNum,SessionOnJokerLap,SessionState,SessionTick,SessionTimeRemain,SessionTimeTotal,SessionUniqueID,ShiftIndicatorPct,ShiftPowerPct,Shifter,Skies,SolarAltitude,SolarAzimuth,Speed,SteeringWheelMaxForceNm,SteeringWheelPctDamper,SteeringWheelPctIntensity,SteeringWheelPctSmoothing,SteeringWheelTorque,SteeringWheelTorque_ST,Throttle,ThrottleRaw,TireLF_RumblePitch,TireLR_RumblePitch,TireRF_RumblePitch,TireSetsUsed,TrackTemp,VelocityX,VelocityY,VelocityZ,VertAccel,WaterTemp,WeatherDeclaredWet,WindDir,Yaw,YawNorth,dcPitSpeedLimiterToggle,dcStarter,dcToggleWindshieldWipers,dpFuelAutoFillEnabled,dpLFTireChange,dpLFTireColdPress,dpRFTireChange,dpRFTireColdPress,dpWindshieldTearoff
30.832,1.14425,0,99.3127,206.248,0,36.7847,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183077,1,1,1,0,47.2953,0.2,242.786,0,100,17.2786,206.843,99.7447,0,36.7811,0,16.3166,1,1,36.7846,0,0,0,1,201.981,44.9867,0,20,1,0,0,96.2268,71.4036,42.9419,268763136,1,0,0.138956,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.6253,0,45.8949,1,206.843,38.5048,0,0,0.116305,0.00291433,0.00323694,43.4166,36.7851,1,99.3006,50.8689,206.843,206.843,0,0.120293,0.00195751,0.144882,0.00476939,0.000227141,43.4596,46.5959,1,36.7819,0,36.7846,99.1916,98.773,2.52821,98.7563,2,0,-1,-1,0,1,235.435,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74665,0.834757,-0.00618428,0,-1,0,0.0112344,35.3507252589295,0.0345913,1,36.7857,1,1076.69718560068,0,-80.6852869704116,6,0.0125414,1.0039,0,206.843,0,6.4,1.00917,77.0005,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.010322,0,0.000104877,1,6,0,74,1,6,0,0,0,1,0.139077,0,0,0,0,2.52821,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116889,-0.00372003,0.0027361,41.2626,38.9742,36.7843,36.7843,36.7832,99.7083,99.9531,300,1,50.8689,0,0.116732,0.150242,0.000489055,44.7811,42.5195,0.939908,38.8502,36.7857,36.7834,99.1525,0,99.3217,99.9278,1,32.7078,-0.00669194,0,-2.72424,0,32767,32767,32767,0,0,4,41136,2523.31948106599,3600,1,100,0,0,2,1.16087,2.32578,0.00399367,18.4382,0,50,0,0.466155,0.660042,0,0,0,0,0,1,45,-0.000516338,0.00359588,6.39971e-05,0.998936,76.9998,0,4.85237,0.000313286,3.42153,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7846,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183077,1,1,1,0,47.3416,0.2,242.786,0,100,17.2786,206.843,99.7263,0,36.7809,0,16.3,1,1,36.7844,0,0,0,1,196.374,44.9867,0,20,1,0,0,96.2268,71.4048,42.9419,268763136,1,0,0.138963,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.648,0,45.8949,1,206.843,38.5048,0,0,0.116294,0.00297067,0.0035101,43.4166,36.7849,1,99.3006,50.8689,206.843,206.843,0,0.120281,0.00193607,0.144893,0.00531997,0.000149345,43.4596,46.5959,1,36.7817,0,36.7844,99.1916,98.773,2.3179,98.7563,2,0,-1,-1,0,1,235.438,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74665,0.765194,-0.0067635,0,-1,0,0.011209,35.3507252589295,0.0346343,1,36.7855,1,1076.69996337846,0,-80.6852869704116,6,0.0126678,1.0039,0,206.843,0,6.4,1.0152,77.0005,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103215,0,5.13303e-05,1,6,0,74,1,6,0,0,0,1,0.139068,0,0,0,0,2.3179,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.1169,-0.00390839,0.00318064,41.2626,38.9742,36.7841,36.7841,36.7831,99.7083,99.9531,300,1,50.8689,0,0.116746,0.150226,0.000312025,44.7811,42.5195,0.939924,38.8502,36.7855,36.7832,99.1525,0,99.3217,99.9278,1,32.7078,-0.00499739,0,-2.72251,0,32767,32767,32767,0,0,4,41137,2523.31670328821,3600,1,100,0,0,2,1.16087,2.32579,0.00453638,18.4382,0,50,0,0.427378,0.364232,0,0,0,0,0,1,45,-0.000457532,0.00451325,-4.63292e-05,0.998882,76.9998,0,4.85241,0.000318866,3.42153,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7844,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183092,1,1,1,0,47.3872,0.2,242.787,0,100,17.2786,206.843,99.7632,0,36.7808,0,16.3,1,1,36.7843,0,0,0,1,199.611,44.9867,0,20,1,0,0,96.2268,71.4021,42.9419,268763136,1,0,0.138972,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.679,0,45.8949,1,206.843,38.5048,0,0,0.116284,0.00272566,0.00385051,43.4166,36.7848,1,99.3006,50.8689,206.843,206.843,0,0.120269,0.00187888,0.144908,0.00527588,0.000200017,43.4596,46.5959,1,36.7815,0,36.7843,99.1916,98.773,1.9656,98.7563,2,0,-1,-1,0,1,235.441,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74665,0.62642,-0.00651972,0,-1,0,0.0111865,35.3507252589295,0.0348755,1,36.7853,1,1076.70274115623,0,-80.6852869704116,6,0.0127183,1.0039,0,206.843,0,6.4,1.02291,77.0005,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103218,0,6.19436e-06,1,6,0,74,1,6,0,0,0,1,0.139057,0,0,0,0,1.89756,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.11691,-0.00358409,0.00351228,41.2626,38.9742,36.784,36.784,36.7829,99.7083,99.9531,300,1,50.8689,0,0.116757,0.150209,0.000294436,44.7811,42.5195,0.939939,38.8502,36.7854,36.783,99.1525,0,99.3217,99.9278,1,32.7078,-0.00548544,0,-2.71878,0,32767,32767,32767,0,0,4,41137,2523.31392551043,3600,1,100,0,0,2,1.16087,2.32579,0.00506034,18.4382,0,50,0,0.349875,0.326913,0,0,0,0,0,1,45,-0.000379393,0.00504106,-5.42387e-05,0.998644,76.9998,0,4.85245,0.000323799,3.42152,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7843,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183108,1,1,1,0,47.4328,0.2,242.787,0,100,17.2786,206.843,99.8002,0,36.7806,0,16.3,1,1,36.7841,0,0,0,1,202.848,44.9867,0,20,1,0,0,96.2268,71.3994,42.9419,268763136,1,0,0.138981,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.71,0,45.8949,1,206.843,38.5048,0,0,0.116275,0.00248065,0.00419093,43.4166,36.7846,1,99.3006,50.8689,206.843,206.843,0,0.120257,0.0018217,0.144923,0.00523179,0.000250689,43.4596,46.5959,1,36.7814,0,36.7841,99.1916,98.773,1.61331,98.7563,2,0,-1,-1,0,1,235.444,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74665,0.487646,-0.00627595,0,-1,0,0.0111641,35.3507252589295,0.0351167,1,36.7851,1,1076.70551893401,0,-80.6852869704116,6,0.0127688,1.0039,0,206.843,0,6.4,1.03063,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103221,0,-3.89416e-05,1,6,0,74,1,6,0,0,0,1,0.139046,0,0,0,0,1.47722,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.11692,-0.00325979,0.00384392,41.2626,38.9742,36.7838,36.7838,36.7828,99.7083,99.9531,300,1,50.8689,0,0.116769,0.150191,0.000276847,44.7811,42.5195,0.939955,38.8502,36.7852,36.7829,99.1525,0,99.3217,99.9278,1,32.7078,-0.00597349,0,-2.71505,0,32767,32767,32767,0,0,4,41137,2523.31114773265,3600,1,100,0,0,2,1.16087,2.32579,0.0055843,18.4382,0,50,0,0.272373,0.377891,0,0,0,0,0,1,45,-0.000301254,0.00556888,-6.21482e-05,0.998405,76.9998,0,4.85249,0.000328732,3.42152,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7841,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183124,1,1,1,0,47.4783,0.2,242.787,0,100,17.2786,206.843,99.8371,0,36.7804,0,16.3,1,1,36.7839,0,0,0,1,206.085,44.9867,0,20,1,0,0,96.2268,71.3967,42.9419,268763136,1,0,0.13899,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.7409,0,45.8949,1,206.843,38.5048,0,0,0.116265,0.00223564,0.00453134,43.4166,36.7845,1,99.3006,50.8689,206.843,206.843,0,0.120245,0.00176451,0.144938,0.0051877,0.000301361,43.4596,46.5959,1,36.7812,0,36.7839,99.1916,98.773,1.26101,98.7563,2,0,-1,-1,0,1,235.446,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74665,0.348871,-0.00603217,0,-1,0,0.0111416,35.3507252589295,0.0353579,1,36.785,1,1076.70829671179,0,-80.6852869704116,6,0.0128193,1.0039,0,206.843,0,6.4,1.03835,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103224,0,-8.40776e-05,1,6,0,74,1,6,0,0,0,1,0.139034,0,0,0,0,1.05688,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.11693,-0.00293549,0.00417555,41.2626,38.9742,36.7836,36.7836,36.7826,99.7083,99.9531,300,1,50.8689,0,0.11678,0.150174,0.000259258,44.7811,42.5195,0.93997,38.8502,36.785,36.7827,99.1525,0,99.3217,99.9278,1,32.7078,-0.00646153,0,-2.71131,0,32767,32767,32767,0,0,4,41137,2523.30836995488,3600,1,100,0,0,2,1.16087,2.32579,0.00610826,18.4382,0,50,0,0.19487,0.456904,0,0,0,0,0,1,45,-0.000223114,0.00609669,-7.00577e-05,0.998167,76.9998,0,4.85252,0.000333665,3.42151,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7839,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183139,1,1,1,0,47.5239,0.2,242.787,0,100,17.2786,206.843,99.8741,0,36.7803,0,16.3,1,1,36.7838,0,0,0,1,209.323,44.9867,0,20,1,0,0,96.2268,71.394,42.9419,268763136,1,0,0.138999,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.7719,0,45.8949,1,206.843,38.5048,0,0,0.116256,0.00199063,0.00487176,43.4166,36.7843,1,99.3006,50.8689,206.843,206.843,0,0.120233,0.00170733,0.144953,0.00514361,0.000352033,43.4596,46.5959,1,36.781,0,36.7838,99.1916,98.773,0.908716,98.7563,2,0,-1,-1,0,1,235.449,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74666,0.210097,-0.0057884,0,-1,0,0.0111191,35.3507252589295,0.0355991,1,36.7848,1,1076.71107448957,0,-80.6852869704116,6,0.0128698,1.0039,0,206.843,0,6.4,1.04606,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103227,0,-0.000129214,1,6,0,74,1,6,0,0,0,1,0.139023,0,0,0,0,0.636548,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116939,-0.00261119,0.00450719,41.2626,38.9742,36.7835,36.7835,36.7824,99.7083,99.9531,300,1,50.8689,0,0.116791,0.150156,0.00024167,44.7811,42.5195,0.939985,38.8502,36.7848,36.7825,99.1525,0,99.3217,99.9278,1,32.7078,-0.00694958,0,-2.70758,0,32767,32767,32767,0,0,4,41137,2523.3055921771,3600,1,100,0,0,2,1.16087,2.32579,0.00663222,18.4382,0,50,0,0.117368,0.482851,0,0,0,0,0,1,45,-0.000144975,0.0066245,-7.79672e-05,0.997929,76.9998,0,4.85256,0.000338598,3.42151,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7838,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183155,1,1,1,0,47.5694,0.2,242.787,0,100,17.2786,206.843,99.911,0,36.7801,0,16.3,1,1,36.7836,0,0,0,1,212.56,44.9867,0,20,1,0,0,96.2268,71.3913,42.9419,268763136,1,0,0.139008,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.8029,0,45.8949,1,206.843,38.5048,0,0,0.116246,0.00174562,0.00521217,43.4166,36.7842,1,99.3006,50.8689,206.843,206.843,0,0.120222,0.00165014,0.144968,0.00509952,0.000402705,43.4596,46.5959,1,36.7809,0,36.7836,99.1916,98.773,0.556421,98.7563,2,0,-1,-1,0,1,235.452,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74666,0.0713232,-0.00554463,0,-1,0,0.0110966,35.3507252589295,0.0358403,1,36.7846,1,1076.71385226735,0,-80.6852869704116,6,0.0129202,1.0039,0,206.843,0,6.4,1.05378,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.010323,0,-0.00017435,1,6,0,74,1,6,0,0,0,1,0.139012,0,0,0,0,0.216211,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116949,-0.00228689,0.00483883,41.2626,38.9742,36.7833,36.7833,36.7823,99.7083,99.9531,300,1,50.8689,0,0.116803,0.150139,0.000224081,44.7811,42.5195,0.940001,38.8502,36.7847,36.7823,99.1525,0,99.3217,99.9278,1,32.7078,-0.00743763,0,-2.70385,0,32767,32767,32767,0,0,4,41137,2523.30281439932,3600,1,100,0,0,2,1.16087,2.32579,0.00715618,18.4382,0,50,0,0.0398654,0.427378,0,0,0,0,0,1,45,-6.68356e-05,0.00715232,-8.58768e-05,0.997691,76.9998,0,4.8526,0.000343532,3.4215,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7836,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183171,1,1,1,0,47.615,0.2,242.787,0,100,17.2786,206.843,99.948,0,36.7799,0,16.3,1,1,36.7834,0,0,0,1,215.797,44.9867,0,20,1,0,0,96.2268,71.3886,42.9419,268763136,1,0,0.139017,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.8339,0,45.8949,1,206.843,38.5048,0,0,0.116236,0.00150061,0.00555259,43.4166,36.784,1,99.3006,50.8689,206.843,206.843,0,0.12021,0.00159295,0.144983,0.00505543,0.000453377,43.4596,46.5959,1,36.7807,0,36.7834,99.1916,98.773,0.204126,98.7563,2,0,-1,-1,0,1,235.455,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74666,-0.0674509,-0.00530085,0,-1,0,0.0110741,35.3507252589295,0.0360815,1,36.7845,1,1076.71663004512,0,-80.6852869704116,6,0.0129707,1.0039,0,206.843,0,6.4,1.0615,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103234,0,-0.000219486,1,6,0,74,1,6,0,0,0,1,0.139001,0,0,0,0,-0.204126,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116959,-0.00196258,0.00517047,41.2626,38.9742,36.7831,36.7831,36.7821,99.7083,99.9531,300,1,50.8689,0,0.116814,0.150121,0.000206492,44.7811,42.5195,0.940016,38.8502,36.7845,36.7822,99.1525,0,99.3217,99.9278,1,32.7078,-0.00792568,0,-2.70012,0,32767,32767,32767,0,0,4,41138,2523.30003662154,3600,1,100,0,0,2,1.16087,2.32579,0.00768014,18.4382,0,50,0,-0.0376371,0.0173825,0,0,0,0,0,1,45,1.13038e-05,0.00768013,-9.37863e-05,0.997453,76.9998,0,4.85264,0.000348465,3.4215,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7835,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183171,1,1,1,0,47.6645,0.2,242.787,0,100,17.2786,206.843,99.9295,0,36.7798,0,16.2833,1,1,36.7832,0,0,0,1,234.42,44.9867,0,20,1,0,0,96.2268,71.3769,42.9419,268763136,1,0,0.139016,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.8623,0,45.8949,1,206.843,38.5048,0,0,0.116238,0.0010014,0.00638773,43.4166,36.7838,1,99.3006,50.8689,206.843,206.843,0,0.120211,0.00148766,0.144992,0.00443508,0.000408369,43.4596,46.5959,1,36.7805,0,36.7832,99.1916,98.773,1.00732,98.7563,2,0,-1,-1,0,1,235.457,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74666,-0.333109,-0.00443734,0,-1,0,0.0110807,35.3507252589295,0.0348741,1,36.7843,1,1076.7194078229,0,-80.6852869704116,6,0.0128537,1.0039,0,206.843,0,6.4,1.08154,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103243,0,-0.000245237,1,6,0,74,1,6,0,0,0,1,0.139001,0,0,0,0,-1.00732,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116955,-0.00142874,0.00617646,41.2626,38.9742,36.783,36.783,36.7819,99.7083,99.9531,304.589,1,50.8689,0,0.116809,0.150112,0.000233408,44.7811,42.5195,0.940031,38.8502,36.7843,36.782,99.1525,0,99.3217,99.9278,1,32.7078,-0.00459869,0,-2.69247,0,32767,32767,32767,0,0,4,41138,2523.29725884377,3600,1,100,0,0,2,1.16087,2.32579,0.00848555,18.4382,0,50,0,-0.185731,-0.0811775,0,0,0,0,0,1,45,8.43165e-05,0.0084842,-0.000235118,0.997411,76.9998,0,4.85268,0.000351704,3.42149,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7833,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183171,1,1,1,0,47.7139,0.2,242.787,0,100,17.2786,206.843,99.911,0,36.7796,0,16.2666,1,1,36.7831,0,0,0,1,253.043,44.9867,0,20,1,0,0,96.2268,71.3653,42.9419,268763136,1,0,0.139014,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.8907,0,45.8949,1,206.843,38.5048,0,0,0.11624,0.000502195,0.00722288,43.4166,36.7837,1,99.3006,50.8689,206.843,206.843,0,0.120212,0.00138237,0.145002,0.00381473,0.000363362,43.4596,46.5959,1,36.7804,0,36.7831,99.1916,98.773,1.81051,98.7563,2,0,-1,-1,0,1,235.46,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74666,-0.598767,-0.00357382,0,-1,0,0.0110873,35.3507252589295,0.0336668,1,36.7841,1,1076.72218560068,0,-80.6852869704116,6,0.0127367,1.0039,0,206.843,0,6.4,1.10157,77.0006,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103252,0,-0.000270988,1,6,0,74,1,6,0,0,0,1,0.139002,0,0,0,0,-1.81051,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116952,-0.000894899,0.00718244,41.2626,38.9742,36.7828,36.7828,36.7818,99.7083,99.9531,309.178,1,50.8689,0,0.116803,0.150104,0.000260325,44.7811,42.5195,0.940046,38.8502,36.7841,36.7818,99.1525,0,99.3217,99.9278,1,32.7078,-0.0012717,0,-2.68481,0,32767,32767,32767,0,0,4,41138,2523.29448106599,3600,1,100,0,0,2,1.16087,2.32579,0.00929097,18.4382,0,50,0,-0.333824,-0.0316211,0,0,0,0,0,1,45,0.000157329,0.00928827,-0.00037645,0.997369,76.9998,0,4.85271,0.000354944,3.42149,0,0,0,0,0,206.843,0,206.843,0
30.832,1.14425,0,99.3127,206.248,0,36.7832,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.183171,1,1,1,0,47.7634,0.2,242.787,0,100,17.2786,206.843,99.8925,0,36.7794,0,16.25,1,1,36.7829,0,0,0,1,271.665,44.9867,0,20,1,0,0,96.2268,71.3537,42.9419,268763136,1,0,0.139013,1,23.8143,206.843,206.843,52.9363,206.843,44.0932,4,2.85274,87.9191,0,45.8949,1,206.843,38.5048,0,0,0.116242,2.98768e-06,0.00805802,43.4166,36.7835,1,99.3006,50.8689,206.843,206.843,0,0.120214,0.00127707,0.145012,0.00319438,0.000318355,43.4596,46.5959,1,36.7802,0,36.7829,99.1916,98.773,2.6137,98.7563,2,0,-1,-1,0,1,235.463,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74666,-0.864425,-0.00271031,0,-1,0,0.0110939,35.3507252589295,0.0324594,1,36.784,1,1076.72496337846,0,-80.6852869704116,6,0.0126196,1.0039,0,206.843,0,6.4,1.12161,77.0007,0,44276,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0103261,0,-0.000296739,1,6,0,74,1,6,0,0,0,1,0.139003,0,0,0,0,-2.6137,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.116948,-0.000361057,0.00818843,41.2626,38.9742,36.7827,36.7827,36.7816,99.7083,99.9531,313.767,1,50.8689,0,0.116797,0.150095,0.000287241,44.7811,42.5195,0.940061,38.8502,36.784,36.7817,99.1525,0,99.3217,99.9278,1,32.7078,0.0020553,0,-2.67716,0,32767,32767,32767,0,0,4,41138,2523.29170328821,3600,1,100,0,0,2,1.16087,2.32579,0.0100964,18.4382,0,50,0,-0.481918,0.0100508,0,0,0,0,0,1,45,0.000230342,0.0100923,-0.000517781,0.997328,76.9998,0,4.85275,0.000358184,3.42149,0,0,0,0,0,206.843,0,206.843,0
