Driver,Tomaz Nunes
Vehicle,mx5 mx52016
Venue,charlotte 2018 2019 roval
Session,Practice
Session Date,02/08/2025
Session Time,13:07:56
Sample Rate,360,Hz
Session Duration,4.25,s

AirTemp,AirDensity,LapBestNLapLap,LFwearL,Alt,MemSoftPageFaultSec,LFtempM,LFpressure,RFodometer,AirPressure,Brake,Clutch,BrakeABSactive,TrackTempCrew,BrakeABScutPct,BrakeRaw,ClutchRaw,LFwearR,CarDistAhead,LRTiresAvailable,CarDistBehind,PlayerTrackSurfaceMaterial,ChanAvgLatency,RRTiresAvailable,LRTiresUsed,RearTireSetsAvailable,ChanClockSkew,CpuUsageFG,ChanLatency,LapDist,LapDeltaToSessionBestLap,ChanPartnerQuality,SteeringWheelAngleMax,LRcoldPressure,ChanQuality,SteeringWheelLimiter,LFtempL,LapDeltaToBestLap_OK,CpuUsageBG,LFTiresUsed,IsOnTrack,LRtempR,FastRepairAvailable,P2P_Count,DriverMarker,IsOnTrackCar,Engine0_RPM,dpFuelAddKg,LapBestNLapTime,EngineWarnings,EnterExitReset,FastRepairUsed,FogLevel,LFbrakeLinePress,FrameRate,LFtempCL,SessionFlags,FrontTireSetsAvailable,Gear,LFshockDefl,FrontTireSetsUsed,FuelLevel,LRpressure,RFcoldPressure,FuelLevelPct,RRcoldPressure,LFtempCR,FuelPress,FuelUsePerHour,GpuUsage,HandbrakeRaw,LRtempCM,LFTiresAvailable,LFcoldPressure,RFtempCR,ManualBoost,LFodometer,LFrideHeight,LFshockVel,LFspeed,LFtempCM,LFtempR,RightTireSetsUsed,LFwearM,LRbrakeLinePress,dpLRTireColdPress,RRpressure,LRodometer,LRrideHeight,YawRate,LRshockDefl,LRshockVel,LRspeed,LRtempCL,LRtempCR,TrackWetness,LRtempL,LapDeltaToBestLap,LRtempM,LRwearL,LRwearM,SteeringWheelPctTorque,LRwearR,Lap,TireRR_RumblePitch,LapBestLap,LapBestLapTime,PitOptRepairLeft,LapCompleted,LapCurrentLapTime,LapDeltaToSessionBestLap_OK,LapDeltaToBestLap_DD,LapDeltaToOptimalLap,LapDeltaToOptimalLap_DD,LapDeltaToOptimalLap_OK,LapDeltaToSessionBestLap_DD,WaterLevel,LapDeltaToSessionLastlLap,LapDeltaToSessionLastlLap_DD,Voltage,LapDeltaToSessionLastlLap_OK,LapDeltaToSessionOptimalLap,dpFuelAutoFillActive,PlayerCarPosition,PlayerCarClassPosition,PitSvRFP,LapDeltaToSessionOptimalLap_DD,LapDeltaToSessionOptimalLap_OK,LapDistPct,SteeringWheelPctTorqueSignStops,RRshockVel,LapLasNLapSeq,LapLastLapTime,LapLastNLapTime,Roll,Lat,LatAccel,LeftTireSetsAvailable,RRtempM,LeftTireSetsUsed,SessionTime,PitRepairLeft,Lon,PlayerCarMyIncidentCount,LongAccel,ManifoldPress,ManualNoBoost,dpRRTireColdPress,MemPageFaultSec,OilLevel,OilPress,OilTemp,dcTriggerWindshieldWipers,SessionTimeOfDay,OnPitRoad,ShiftGrindRPM,P2P_Status,SteeringWheelUseLinear,PaceMode,PitSvFlags,PitSvLRP,PitSvFuel,PitSvLFP,RightTireSetsAvailable,PitSvRRP,PitSvTireCompound,Pitch,dpRRTireChange,PitchRate,PitsOpen,PlayerCarTeamIncidentCount,PitstopActive,PlayerCarClass,TireSetsAvailable,PlayerCarDriverIncidentCount,PlayerCarDryTireSetLimit,PlayerCarIdx,PlayerCarPowerAdjust,PlayerCarInPitStall,RFshockDefl,PlayerCarPitSvStatus,PlayerCarTowTime,PlayerCarWeightPenalty,PlayerFastRepairsUsed,SteeringWheelPctTorqueSign,PlayerIncidents,PlayerTireCompound,dpFastRepair,PlayerTrackSurface,RFwearR,Precipitation,PushToPass,PushToTalk,RFTiresAvailable,RFTiresUsed,RFbrakeLinePress,RFpressure,RFrideHeight,RFshockVel,RFspeed,RFtempCL,RFtempCM,RFtempL,RFtempM,RFtempR,RFwearL,RFwearM,RPM,RRTiresUsed,RRbrakeLinePress,RRodometer,RRrideHeight,RRshockDefl,RRspeed,RRtempCL,RRtempCM,WindVel,RRtempCR,RRtempL,RRtempR,RRwearL,dpLRTireChange,RRwearM,RRwearR,RearTireSetsUsed,RelativeHumidity,RollRate,dpFuelFill,SteeringWheelAngle,SessionJokerLapsRemain,SessionLapsRemain,SessionLapsRemainEx,SessionLapsTotal,SessionNum,SessionOnJokerLap,SessionState,SessionTick,SessionTimeRemain,SessionTimeTotal,SessionUniqueID,ShiftIndicatorPct,ShiftPowerPct,Shifter,Skies,SolarAltitude,SolarAzimuth,Speed,SteeringWheelMaxForceNm,SteeringWheelPctDamper,SteeringWheelPctIntensity,SteeringWheelPctSmoothing,SteeringWheelTorque,SteeringWheelTorque_ST,Throttle,ThrottleRaw,TireLF_RumblePitch,TireLR_RumblePitch,TireRF_RumblePitch,TireSetsUsed,TrackTemp,VelocityX,VelocityY,VelocityZ,VertAccel,WaterTemp,WeatherDeclaredWet,WindDir,Yaw,YawNorth,dcPitSpeedLimiterToggle,dcStarter,dcToggleWindshieldWipers,dpFuelAutoFillEnabled,dpLFTireChange,dpLFTireColdPress,dpRFTireChange,dpRFTireColdPress,dpWindshieldTearoff
30.8321,1.14425,0,99.3127,206.248,0,36.7467,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6965,0.2,242.789,0,100,17.2786,206.843,99.913,0,36.7339,0,16.3,1,1,36.7391,0,0,0,1,1558.65,44.9867,0,16,1,0,0,96.2268,69.8943,42.9419,268763136,1,0,0.138661,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2608,0,45.8949,1,206.843,38.5048,0,0,0.116784,3.31821e-05,0.00263725,43.4166,36.7474,1,99.3006,50.8689,206.843,206.843,0,0.121521,0.000523843,0.143354,-0.00077315,0.000165552,43.4596,46.5959,1,36.7357,0,36.7391,99.1916,98.773,30.2254,98.7563,2,0,-1,-1,0,1,236.26,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-9.97501,0.000306369,0,-1,0,0.0129884,35.3507252589295,0.0127386,1,36.74,1,1077.52218560068,0,-80.6852869704116,6,0.00961621,0.53301,0,206.843,0,6.4,3.03943,77.0132,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996173,0,0.000238832,1,6,0,74,1,6,0,0,0,1,0.139767,0,0,0,0,-30.2254,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115829,0.000505534,0.0032131,41.2626,38.9742,36.7472,36.7472,36.7397,99.7083,99.9531,1558.65,1,50.8689,0,0.116104,0.151031,0.000232721,44.7811,42.5195,0.939655,38.8502,36.74,36.737,99.1525,0,99.3217,99.9278,1,32.707,0.000562976,0,0.117803,0,32767,32767,32767,0,0,4,41186,2522.49448106599,3600,1,100,0,0,2,1.16091,2.3259,0.000142543,18.4382,0,50,0,-5.57301,-5.60364,0,0,0,0,0,1,45,-2.98163e-06,0.000116098,-7.92567e-05,0.999761,77.0119,0,4.86026,0.00315863,3.41869,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7466,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6914,0.2,242.789,0,100,17.2786,206.843,99.8945,0,36.7338,0,16.3,1,1,36.7389,0,0,0,1,1560.28,44.9867,0,16,1,0,0,96.2268,69.8889,42.9419,268763136,1,0,0.138661,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2562,0,45.8949,1,206.843,38.5048,0,0,0.116784,4.66337e-05,0.00265512,43.4166,36.7473,1,99.3006,50.8689,206.843,206.843,0,0.121522,0.000457467,0.143352,-0.000724827,0.000138992,43.4596,46.5959,1,36.7355,0,36.7389,99.1916,98.773,30.4729,98.7563,2,0,-1,-1,0,1,236.263,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.0566,0.000315493,0,-1,0,0.0129899,35.3507252589295,0.0128,1,36.7399,1,1077.52496337846,0,-80.6852869704116,6,0.00838774,0.530244,0,206.843,0,6.4,3.04001,77.0133,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996117,0,0.000231389,1,6,0,74,1,6,0,0,0,1,0.139769,0,0,0,0,-30.4729,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115828,0.000497915,0.00346207,41.2626,38.9742,36.7471,36.7471,36.7395,99.7083,99.9531,1560.28,1,50.8689,0,0.116103,0.151032,0.000325303,44.7811,42.5195,0.939636,38.8502,36.7399,36.7368,99.1525,0,99.3217,99.9278,1,32.707,0.00055808,0,0.120231,0,32767,32767,32767,0,0,4,41186,2522.49170328821,3600,1,100,0,0,2,1.16091,2.3259,0.000145551,18.4382,0,50,0,-5.61864,-5.53287,0,0,0,0,0,1,45,-3.20243e-05,0.00011169,-8.2196e-05,0.999781,77.012,0,4.86028,0.00315991,3.41869,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7464,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6862,0.2,242.789,0,100,17.2786,206.843,99.876,0,36.7337,0,16.3,1,1,36.7388,0,0,0,1,1561.92,44.9867,0,16,1,0,0,96.2268,69.8834,42.9419,268763136,1,0,0.138661,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2516,0,45.8949,1,206.843,38.5048,0,0,0.116784,6.00853e-05,0.002673,43.4166,36.7471,1,99.3006,50.8689,206.843,206.843,0,0.121523,0.000391091,0.14335,-0.000676504,0.000112432,43.4596,46.5959,1,36.7354,0,36.7388,99.1916,98.773,30.7203,98.7563,2,0,-1,-1,0,1,236.266,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.1382,0.000324617,0,-1,0,0.0129914,35.3507252589295,0.0128615,1,36.7397,1,1077.52774115623,0,-80.6852869704116,6,0.00715927,0.527477,0,206.843,0,6.4,3.0406,77.0134,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.0099606,0,0.000223946,1,6,0,74,1,6,0,0,0,1,0.13977,0,0,0,0,-30.7203,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115826,0.000490295,0.00371105,41.2626,38.9742,36.7469,36.7469,36.7394,99.7083,99.9531,1561.92,1,50.8689,0,0.116103,0.151033,0.000417886,44.7811,42.5195,0.939617,38.8502,36.7397,36.7367,99.1525,0,99.3217,99.9278,1,32.707,0.000553183,0,0.122659,0,32767,32767,32767,0,0,4,41186,2522.48892551043,3600,1,100,0,0,2,1.16091,2.3259,0.000148558,18.4382,0,50,0,-5.66427,-5.48648,0,0,0,0,0,1,45,-6.10671e-05,0.000107281,-8.51352e-05,0.999801,77.012,0,4.8603,0.00316119,3.41869,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7463,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6811,0.2,242.789,0,100,17.2786,206.843,99.8575,0,36.7335,0,16.3,1,1,36.7386,0,0,0,1,1563.56,44.9867,0,16,1,0,0,96.2268,69.878,42.9419,268763136,1,0,0.138662,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.247,0,45.8949,1,206.843,38.5048,0,0,0.116784,7.3537e-05,0.00269087,43.4166,36.747,1,99.3006,50.8689,206.843,206.843,0,0.121524,0.000324715,0.143348,-0.000628182,8.5872e-05,43.4596,46.5959,1,36.7352,0,36.7386,99.1916,98.773,30.9678,98.7563,2,0,-1,-1,0,1,236.269,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.2199,0.00033374,0,-1,0,0.0129929,35.3507252589295,0.0129229,1,36.7396,1,1077.53051893401,0,-80.6852869704116,6,0.0059308,0.524711,0,206.843,0,6.4,3.04118,77.0135,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00996003,0,0.000216504,1,6,0,74,1,6,0,0,0,1,0.139771,0,0,0,0,-30.9678,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115825,0.000482676,0.00396002,41.2626,38.9742,36.7468,36.7468,36.7392,99.7083,99.9531,1563.56,1,50.8689,0,0.116102,0.151034,0.000510468,44.7811,42.5195,0.939599,38.8502,36.7396,36.7366,99.1525,0,99.3217,99.9278,1,32.707,0.000548287,0,0.125087,0,32767,32767,32767,0,0,4,41186,2522.48614773266,3600,1,100,0,0,2,1.16091,2.3259,0.000151565,18.4382,0,50,0,-5.7099,-5.48174,0,0,0,0,0,1,45,-9.01098e-05,0.000102873,-8.80745e-05,0.999821,77.0121,0,4.86031,0.00316247,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7461,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.676,0.2,242.789,0,100,17.2786,206.843,99.8391,0,36.7334,0,16.3,1,1,36.7385,0,0,0,1,1565.19,44.9867,0,16,1,0,0,96.2268,69.8725,42.9419,268763136,1,0,0.138662,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2424,0,45.8949,1,206.843,38.5048,0,0,0.116784,8.69886e-05,0.00270875,43.4166,36.7468,1,99.3006,50.8689,206.843,206.843,0,0.121525,0.000258339,0.143346,-0.000579859,5.93119e-05,43.4596,46.5959,1,36.7351,0,36.7385,99.1916,98.773,31.2153,98.7563,2,0,-1,-1,0,1,236.271,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.3015,0.000342864,0,-1,0,0.0129945,35.3507252589295,0.0129844,1,36.7394,1,1077.53329671179,0,-80.6852869704116,6,0.00470233,0.521944,0,206.843,0,6.4,3.04176,77.0136,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995947,0,0.000209061,1,6,0,74,1,6,0,0,0,1,0.139773,0,0,0,0,-31.2153,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115824,0.000475056,0.004209,41.2626,38.9742,36.7466,36.7466,36.7391,99.7083,99.9531,1565.19,1,50.8689,0,0.116102,0.151034,0.00060305,44.7811,42.5195,0.93958,38.8502,36.7394,36.7364,99.1525,0,99.3217,99.9278,1,32.707,0.000543391,0,0.127515,0,32767,32767,32767,0,0,4,41187,2522.48336995488,3600,1,100,0,0,2,1.16091,2.3259,0.000154572,18.4382,0,50,0,-5.75553,-5.58424,0,0,0,0,0,1,45,-0.000119152,9.84649e-05,-9.10138e-05,0.999841,77.0121,0,4.86033,0.00316376,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.746,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.68,0.2,242.789,0,100,17.2786,206.843,99.8206,0,36.7332,0,16.2833,1,1,36.7384,0,0,0,1,1566.57,44.9867,0,16,1,0,0,96.2268,69.8654,42.9419,268763136,1,0,0.138662,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2325,0,45.8949,1,206.843,38.5048,0,0,0.116784,8.76758e-05,0.00265292,43.4166,36.7467,1,99.3006,50.8689,206.843,206.843,0,0.121525,0.00022303,0.143345,-0.000551321,5.59521e-05,43.4596,46.5959,1,36.735,0,36.7384,99.1916,98.773,31.3758,98.7563,2,0,-1,-1,0,1,236.274,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.3544,0.000323011,0,-1,0,0.0129957,35.3507252589295,0.012996,1,36.7393,1,1077.53607448957,0,-80.6852869704116,6,0.00586349,0.519366,0,206.843,0,6.4,3.04225,77.0137,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995893,0,0.000200512,1,6,0,74,1,6,0,0,0,1,0.139774,0,0,0,0,-31.3758,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115823,0.00045486,0.00390705,41.2626,38.9742,36.7465,36.7465,36.739,99.7083,99.9531,1566.57,1,50.8689,0,0.116101,0.151035,0.00051159,44.7811,42.5195,0.939561,38.8502,36.7393,36.7363,99.1525,0,99.3217,99.9278,1,32.707,0.000512978,0,0.129644,0,32767,32767,32767,0,0,4,41187,2522.4805921771,3600,1,100,0,0,2,1.16091,2.3259,0.000144201,18.4382,0,50,0,-5.78513,-5.6303,0,0,0,0,0,1,45,-9.66323e-05,9.72131e-05,-9.11013e-05,0.999834,77.0122,0,4.86034,0.00316413,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7458,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6841,0.2,242.789,0,100,17.2786,206.843,99.8022,0,36.7331,0,16.2666,1,1,36.7382,0,0,0,1,1567.94,44.9867,0,16,1,0,0,96.2268,69.8582,42.9419,268763136,1,0,0.138662,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2225,0,45.8949,1,206.843,38.5048,0,0,0.116784,8.8363e-05,0.0025971,43.4166,36.7465,1,99.3006,50.8689,206.843,206.843,0,0.121526,0.000187721,0.143344,-0.000522782,5.25924e-05,43.4596,46.5959,1,36.7348,0,36.7382,99.1916,98.773,31.5363,98.7563,2,0,-1,-1,0,1,236.277,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.4074,0.000303157,0,-1,0,0.0129969,35.3507252589295,0.0130077,1,36.7391,1,1077.53885226734,0,-80.6852869704116,6,0.00702465,0.516787,0,206.843,0,6.4,3.04274,77.0138,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995839,0,0.000191964,1,6,0,74,1,6,0,0,0,1,0.139775,0,0,0,0,-31.5363,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115821,0.000434663,0.00360511,41.2626,38.9742,36.7464,36.7464,36.7388,99.7083,99.9531,1567.94,1,50.8689,0,0.116101,0.151036,0.000420129,44.7811,42.5195,0.939542,38.8502,36.7391,36.7361,99.1525,0,99.3217,99.9278,1,32.7069,0.000482564,0,0.131773,0,32767,32767,32767,0,0,4,41187,2522.47781439932,3600,1,100,0,0,2,1.16091,2.3259,0.00013383,18.4382,0,50,0,-5.81472,-5.65244,0,0,0,0,0,1,45,-7.41121e-05,9.59612e-05,-9.11887e-05,0.999827,77.0122,0,4.86036,0.0031645,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7457,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6881,0.2,242.789,0,100,17.2786,206.843,99.7838,0,36.7329,0,16.25,1,1,36.7381,0,0,0,1,1569.32,44.9867,0,16,1,0,0,96.2268,69.851,42.9419,268763136,1,0,0.138663,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2125,0,45.8949,1,206.843,38.5048,0,0,0.116784,8.90502e-05,0.00254128,43.4166,36.7464,1,99.3006,50.8689,206.843,206.843,0,0.121527,0.000152411,0.143342,-0.000494244,4.92326e-05,43.4596,46.5959,1,36.7347,0,36.7381,99.1916,98.773,31.6968,98.7563,2,0,-1,-1,0,1,236.28,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.4604,0.000283303,0,-1,0,0.0129982,35.3507252589295,0.0130194,1,36.739,1,1077.54163004512,0,-80.6852869704116,6,0.00818582,0.514209,0,206.843,0,6.4,3.04324,77.0139,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995786,0,0.000183415,1,6,0,74,1,6,0,0,0,1,0.139776,0,0,0,0,-31.6968,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.11582,0.000414467,0.00330317,41.2626,38.9742,36.7462,36.7462,36.7387,99.7083,99.9531,1569.32,1,50.8689,0,0.1161,0.151037,0.000328668,44.7811,42.5195,0.939523,38.8502,36.739,36.736,99.1525,0,99.3217,99.9278,1,32.7069,0.000452151,0,0.133902,0,32767,32767,32767,0,0,4,41187,2522.47503662154,3600,1,100,0,0,2,1.16091,2.3259,0.000123459,18.4382,0,50,0,-5.84431,-5.70122,0,0,0,0,0,1,45,-5.15919e-05,9.47094e-05,-9.12762e-05,0.99982,77.0123,0,4.86037,0.00316487,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7456,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6921,0.2,242.789,0,100,17.2786,206.843,99.7653,0,36.7328,0,16.2333,1,1,36.7379,0,0,0,1,1570.69,44.9867,0,16,1,0,0,96.2268,69.8438,42.9419,268763136,1,0,0.138663,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.2025,0,45.8949,1,206.843,38.5048,0,0,0.116784,8.97374e-05,0.00248545,43.4166,36.7463,1,99.3006,50.8689,206.843,206.843,0,0.121528,0.000117102,0.143341,-0.000465706,4.58728e-05,43.4596,46.5959,1,36.7345,0,36.7379,99.1916,98.773,31.8573,98.7563,2,0,-1,-1,0,1,236.282,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.5134,0.00026345,0,-1,0,0.0129994,35.3507252589295,0.0130311,1,36.7388,1,1077.5444078229,0,-80.6852869704116,6,0.00934698,0.511631,0,206.843,0,6.4,3.04373,77.014,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995732,0,0.000174867,1,6,0,74,1,6,0,0,0,1,0.139777,0,0,0,0,-31.8573,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115819,0.00039427,0.00300122,41.2626,38.9742,36.7461,36.7461,36.7385,99.7083,99.9531,1570.69,1,50.8689,0,0.1161,0.151038,0.000237208,44.7811,42.5195,0.939503,38.8502,36.7388,36.7359,99.1525,0,99.3217,99.9278,1,32.7069,0.000421737,0,0.136032,0,32767,32767,32767,0,0,4,41187,2522.47225884377,3600,1,100,0,0,2,1.16091,2.3259,0.000113088,18.4382,0,50,0,-5.87391,-5.7216,0,0,0,0,0,1,45,-2.90717e-05,9.34576e-05,-9.13637e-05,0.999813,77.0123,0,4.86039,0.00316524,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7454,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.6962,0.2,242.789,0,100,17.2786,206.843,99.7469,0,36.7327,0,16.2166,1,1,36.7378,0,0,0,1,1572.07,44.9867,0,16,1,0,0,96.2268,69.8367,42.9419,268763136,1,0,0.138663,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.1925,0,45.8949,1,206.843,38.5048,0,0,0.116784,9.04246e-05,0.00242963,43.4166,36.7461,1,99.3006,50.8689,206.843,206.843,0,0.121529,8.17928e-05,0.14334,-0.000437167,4.25131e-05,43.4596,46.5959,1,36.7344,0,36.7378,99.1916,98.773,32.0178,98.7563,2,0,-1,-1,0,1,236.285,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.5663,0.000243596,0,-1,0,0.0130007,35.3507252589295,0.0130428,1,36.7387,1,1077.54718560068,0,-80.6852869704116,6,0.0105081,0.509053,0,206.843,0,6.4,3.04422,77.0141,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995678,0,0.000166318,1,6,0,74,1,6,0,0,0,1,0.139778,0,0,0,0,-32.0178,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115818,0.000374073,0.00269928,41.2626,38.9742,36.7459,36.7459,36.7384,99.7083,99.9531,1572.07,1,50.8689,0,0.1161,0.151038,0.000145747,44.7811,42.5195,0.939484,38.8502,36.7387,36.7357,99.1525,0,99.3217,99.9278,1,32.7069,0.000391323,0,0.138161,0,32767,32767,32767,0,0,4,41187,2522.46948106599,3600,1,100,0,0,2,1.16091,2.3259,0.000102716,18.4382,0,50,0,-5.9035,-5.75553,0,0,0,0,0,1,45,-6.55154e-06,9.22057e-05,-9.14512e-05,0.999806,77.0124,0,4.8604,0.00316561,3.41868,0,0,0,0,0,206.843,0,206.843,0
30.8321,1.14425,0,99.3127,206.248,0,36.7453,206.843,0,100393,100,0,0,45,100,0,100,99.2896,500000,1,500000,5,0.184075,1,1,1,0,51.7002,0.2,242.789,0,100,17.2786,206.843,99.7284,0,36.7325,0,16.2,1,1,36.7377,0,0,0,1,1573.44,44.9867,0,16,1,0,0,96.2268,69.8295,42.9419,268763136,1,0,0.138663,1,23.814,206.843,206.843,52.9357,206.843,44.0932,4,2.85274,82.1825,0,45.8949,1,206.843,38.5048,0,0,0.116784,9.11118e-05,0.00237381,43.4166,36.746,1,99.3006,50.8689,206.843,206.843,0,0.12153,4.64835e-05,0.143338,-0.000408629,3.91533e-05,43.4596,46.5959,1,36.7343,0,36.7377,99.1916,98.773,32.1783,98.7563,2,0,-1,-1,0,1,236.288,0,0,0,0,0,0,5,0,0,12.4,0,0,0,0,0,206.843,0,0,6.74673,-10.6193,0.000223743,0,-1,0,0.0130019,35.3507252589295,0.0130544,1,36.7385,1,1077.54996337846,0,-80.6852869704116,6,0.0116693,0.506474,0,206.843,0,6.4,3.04472,77.0142,0,44277,1,0,0,1,4,0,206.843,44.9867,206.843,1,206.843,0,-0.00995624,0,0.000157769,1,6,0,74,1,6,0,0,0,1,0.139779,0,0,0,0,-32.1783,0,0,0,1,99.9599,0,0,0,1,1,96.2268,206.843,0.115817,0.000353877,0.00239734,41.2626,38.9742,36.7458,36.7458,36.7383,99.7083,99.9531,1573.44,1,50.8689,0,0.116099,0.151039,5.42865e-05,44.7811,42.5195,0.939465,38.8502,36.7386,36.7356,99.1525,0,99.3217,99.9278,1,32.7069,0.00036091,0,0.14029,0,32767,32767,32767,0,0,4,41188,2522.46670328821,3600,1,100,0,0,2,1.16091,2.3259,9.2345e-05,18.4382,0,50,0,-5.93309,-5.74171,0,0,0,0,0,1,45,1.59686e-05,9.09539e-05,-9.15387e-05,0.999799,77.0124,0,4.86042,0.00316599,3.41868,0,0,0,0,0,206.843,0,206.843,0
